stamp,ns,class,score,u,v,world_x,world_y,world_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_det_range,aq_gt_range,aq_range_err
156.292000,drone3,2,0.945473,196.807907,96.417870,11.202593,10.666512,0.000000,container3,14.162671,9.920109,-1.695667,-2.960078,0.746403,1.695667,3.492057,-0.579331,-0.030460,-0.172921,15.914422,17.851027,-1.936605
156.324000,drone3,2,0.945460,197.159424,96.828354,11.204130,10.670257,0.000000,container3,14.162774,9.920236,-1.701997,-2.958644,0.750021,1.701997,3.494696,-0.579614,-0.030460,-0.177994,15.918343,17.851524,-1.933182
156.356000,drone3,2,0.945838,198.086487,97.206116,11.207180,10.659957,0.000000,container3,14.162821,9.920299,-1.705225,-2.955641,0.739658,1.705225,3.491518,-0.579734,-0.030472,-0.182250,15.913825,17.851616,-1.937791
156.388000,drone3,2,0.945815,198.258057,97.787949,11.204130,10.667532,0.000000,container3,14.162864,9.920362,-1.708493,-2.958734,0.747170,1.708493,3.497330,-0.579412,-0.030509,-0.184750,15.916472,17.851508,-1.935036
156.420000,drone3,2,0.946225,198.576721,99.102211,11.183430,10.671584,0.000000,container3,14.162903,9.920425,-1.711799,-2.979473,0.751159,1.711799,3.517350,-0.579728,-0.030503,-0.189775,15.904169,17.851686,-1.947518
156.456000,drone3,2,0.946192,198.676712,99.505638,11.186133,10.682034,0.000000,container3,14.162903,9.920425,-1.711799,-2.976770,0.761609,1.711799,3.517309,-0.579722,-0.030524,-0.193819,15.913259,17.851348,-1.938090
156.488000,drone3,2,0.946401,198.771103,99.583450,11.196668,10.689305,0.000000,container3,14.162938,9.920488,-1.715142,-2.966270,0.768817,1.715142,3.511631,-0.579486,-0.030553,-0.196797,15.925825,17.851265,-1.925440
156.520000,drone3,2,0.946694,199.305984,100.158859,11.195637,10.685773,0.000000,container3,14.162970,9.920551,-1.718520,-2.967332,0.765222,1.718520,3.513394,-0.579776,-0.030545,-0.201756,15.922955,17.851426,-1.928471
156.556000,drone3,2,0.946412,199.378815,100.564827,11.199675,10.694712,0.000000,container3,14.162997,9.920613,-1.721930,-2.963322,0.774099,1.721930,3.513624,-0.579857,-0.030550,-0.206576,15.932083,17.851434,-1.919350
156.588000,drone3,2,0.946378,200.234375,100.829819,11.206594,10.683444,0.000000,container3,14.163021,9.920675,-1.725373,-2.956427,0.762770,1.725373,3.507020,-0.579608,-0.030580,-0.209374,15.929492,17.851354,-1.921862
156.620000,drone3,2,0.946084,199.986710,101.132698,11.209813,10.696482,0.000000,container3,14.163041,9.920736,-1.728845,-2.953228,0.775746,1.728845,3.508880,-0.579649,-0.030585,-0.213730,15.940736,17.851366,-1.910630
156.652000,drone3,2,0.945870,200.120712,101.274673,11.216610,10.698784,0.000000,container3,14.163041,9.920736,-1.728845,-2.946431,0.778047,1.728845,3.503672,-0.579161,-0.030630,-0.215687,15.947008,17.850822,-1.903815
156.688000,drone3,2,0.946577,200.870850,102.728882,11.203475,10.694004,0.000000,container3,14.163057,9.920797,-1.732345,-2.959581,0.773207,1.732345,3.515393,-0.579524,-0.030623,-0.220808,15.934411,17.851028,-1.916617
156.720000,drone3,2,0.949021,201.564041,103.113441,11.214001,10.689321,0.000000,container3,14.163079,9.920977,-1.742995,-2.949078,0.768343,1.742995,3.510761,-0.579777,-0.030611,-0.225590,15.939292,17.851846,-1.912555
156.752000,drone3,2,0.943476,202.880524,105.314804,11.180727,10.668999,0.000000,container3,14.163079,9.920977,-1.742995,-2.982352,0.748022,1.742995,3.534401,-0.579570,-0.030636,-0.228375,15.900910,17.851453,-1.950543
156.784000,drone3,2,0.942999,203.146179,106.205437,11.182428,10.680077,0.000000,container3,14.163079,9.920977,-1.742995,-2.980651,0.759099,1.742995,3.535328,-0.579547,-0.030633,-0.232390,15.909662,17.851092,-1.941430
156.816000,drone3,2,0.939157,203.480103,107.284035,11.179543,10.689494,0.000000,container3,14.163078,9.921036,-1.746589,-2.983535,0.768458,1.746589,3.541551,-0.579800,-0.030613,-0.237039,15.914114,17.851233,-1.937118
156.852000,drone3,2,0.934732,204.599686,108.521988,11.176529,10.681792,0.000000,container3,14.163078,9.921036,-1.746589,-2.986549,0.760756,1.746589,3.542428,-0.579519,-0.030634,-0.240110,15.906552,17.850753,-1.944201
156.884000,drone3,2,0.933137,206.042450,109.402069,11.169218,10.657131,0.000000,container3,14.163063,9.921152,-1.753832,-2.993846,0.735979,1.753832,3.546929,-0.579492,-0.030627,-0.244040,15.884580,17.851059,-1.966478
156.916000,drone3,2,0.933756,206.161926,109.709839,11.174432,10.664928,0.000000,container3,14.163050,9.921209,-1.757476,-2.988617,0.743720,1.757476,3.545938,-0.579760,-0.030604,-0.248533,15.893937,17.851216,-1.957279
156.952000,drone3,2,0.932548,206.251282,110.425003,11.171122,10.674588,0.000000,container3,14.163031,9.921264,-1.761134,-2.991910,0.753323,1.761134,3.552550,-0.579171,-0.030631,-0.250994,15.897612,17.850862,-1.953249
156.984000,drone3,2,0.935084,206.259491,110.719467,11.178122,10.684064,0.000000,container3,14.163031,9.921264,-1.761134,-2.984910,0.762800,1.761134,3.548682,-0.579443,-0.030608,-0.255430,15.909424,17.850699,-1.941275
157.016000,drone3,2,0.936395,206.660629,111.379745,11.176519,10.683812,0.000000,container3,14.163009,9.921320,-1.764804,-2.986490,0.762492,1.764804,3.551767,-0.579639,-0.030590,-0.259770,15.908273,17.850807,-1.942534
157.048000,drone3,2,0.938542,208.050140,112.337791,11.168677,10.659063,0.000000,container3,14.162982,9.921374,-1.768482,-2.994305,0.737689,1.768482,3.554937,-0.579314,-0.030605,-0.262394,15.885627,17.850643,-1.965016
157.084000,drone3,2,0.939580,207.966537,112.809334,11.172743,10.671144,0.000000,container3,14.162951,9.921427,-1.772168,-2.990208,0.749716,1.772168,3.555840,-0.579315,-0.030596,-0.266577,15.896829,17.850601,-1.953773
157.116000,drone3,2,0.941214,207.893372,113.068588,11.180302,10.681835,0.000000,container3,14.162874,9.921531,-1.779555,-2.982572,0.760304,1.779555,3.555364,-0.579554,-0.030578,-0.270729,15.909849,17.851057,-1.941207
157.116000,drone3,1,0.910302,517.192444,59.832546,12.944156,2.651724,0.000000,container2,14.224469,2.936382,-1.779864,-1.280313,-0.284658,1.779864,2.210916,-0.579554,-0.030578,-0.270729,13.789807,15.173643,-1.383836
157.148000,drone3,2,0.942499,208.208847,113.242859,11.190434,10.682844,0.000000,container3,14.162874,9.921531,-1.779555,-2.972440,0.761312,1.779555,3.547085,-0.579325,-0.030583,-0.273671,15.917903,17.850622,-1.932719
157.148000,drone3,1,0.907118,517.357422,60.740322,12.935234,2.653527,0.000000,container2,14.224408,2.936417,-1.783789,-1.289174,-0.282890,1.783789,2.218986,-0.579325,-0.030583,-0.273671,13.781243,15.173465,-1.392223
157.180000,drone3,2,0.943070,208.421875,113.541664,11.198799,10.689555,0.000000,container3,14.162830,9.921582,-1.783251,-2.964031,0.767973,1.783251,3.543338,-0.579226,-0.030576,-0.277127,15.928587,17.850548,-1.921961
157.180000,drone3,1,0.909336,517.558777,60.628723,12.953468,2.658897,0.000000,container2,14.224408,2.936417,-1.783789,-1.270939,-0.277520,1.783789,2.207760,-0.579226,-0.030576,-0.277127,13.800141,15.173024,-1.372883
157.212000,drone3,2,0.942996,208.903778,114.014381,11.203348,10.690028,0.000000,container3,14.162780,9.921631,-1.786947,-2.959432,0.768397,1.786947,3.541448,-0.579504,-0.030552,-0.281063,15.932529,17.850731,-1.918203
