stamp_ns,ns,class_id,score,meas_u,meas_v,proj_u,proj_v,reproj_px,cam_x,cam_y,cam_z,world_x,world_y,world_z,disp_med,mad,consistency
122800000000,drone1,3,0.958254,527,213,527,213,0,3.34545,-0.436364,6.16343,15.7705,-0.686173,5.0192,6.1875,5.9375,MISMATCH_expected_left
122992000000,drone1,3,0.957159,572,244,572,244,0,3.76822,0.059813,5.70262,15.214,-0.188895,4.7354,6.6875,6.5625,MISMATCH_expected_left
123000000000,drone1,3,0.95766,497,196,497,196,0,6.02553,-1.49787,12.9826,21.5352,-1.71252,0.460956,2.9375,2.8125,MISMATCH_expected_left
123136000000,drone1,3,0.9572,537,177,537,177,0,0.41781,-0.1213,0.734272,11.439,-0.389822,9.37824,50.231,4.70139,MISMATCH_expected_left
123160000000,drone1,3,0.956518,572,251,572,251,0,1.88411,0.0822429,2.85131,13.0377,-0.178623,7.35665,13.375,8.125,MISMATCH_expected_left
123176000000,drone1,3,0.956146,571,246,571,246,0,3.55398,0.0849556,5.39982,14.9916,-0.166591,5.01491,7.0625,6.8125,MISMATCH_expected_left
123192000000,drone1,3,0.956439,501,250,501,250,0,1.28142,0.0707964,2.69991,13.0771,-0.190388,7.97775,14.125,7.9375,MISMATCH_expected_left
123300000000,drone1,3,0.952554,572,236,572,236,0,2.00597,-0.0318409,3.03572,13.2103,-0.297473,7.18595,12.5625,7.3125,MISMATCH_expected_left
123388000000,drone1,3,0.952862,511,234,511,234,0,1.26805,-0.0398341,2.53187,12.9586,-0.309826,8.03699,15.0625,8.875,MISMATCH_expected_left
123400000000,drone1,3,0.953254,571,248,571,248,0,1.37534,0.0438356,2.08966,12.5078,-0.228717,8.06363,18.25,3.875,MISMATCH_expected_left
123520000000,drone1,3,0.955692,517,232,517,232,0,16.5895,-0.673685,32.1147,36.8176,-0.819645,-15.2307,1.1875,1.125,MISMATCH_expected_left
123540000000,drone1,3,0.95546,570,236,570,236,0,4.87805,-0.0780489,7.44122,16.6194,-0.329113,3.15425,5.125,4.75,MISMATCH_expected_left
123588000000,drone1,3,0.9565,542,253,542,253,0,1.60724,0.0941176,2.761,13.1045,-0.173281,7.65073,13.8125,9,MISMATCH_expected_left
123700000000,drone1,3,0.955248,522,231,522,231,0,19.0118,-0.84706,35.8929,39.8248,-0.977448,-18.5655,1.0625,0.9375,MISMATCH_expected_left
123828000000,drone1,3,0.946711,520,208,520,208,0,6.27451,-1.00392,11.9643,20.6295,-1.22921,0.559139,3.1875,2.8125,MISMATCH_expected_left
123840000000,drone1,3,0.952379,565,234,565,234,0,4.30769,-0.105495,6.70527,16.1431,-0.353825,3.94068,5.6875,5.5625,MISMATCH_expected_left
123876000000,drone1,3,0.949774,496,193,496,193,0,1.51398,-0.404301,3.28054,13.6754,-0.662688,7.60011,11.625,9.375,MISMATCH_expected_left
123896000000,drone1,3,0.948859,558,250,558,250,0,3.34035,0.140351,5.35246,15.1357,-0.110423,5.25574,7.125,7,MISMATCH_expected_left
123900000000,drone1,3,0.949877,574,200,574,200,0,8.46667,-1.33333,12.7121,20.7261,-1.55507,-1.76653,3,2.875,MISMATCH_expected_left
123916000000,drone1,3,0.951867,562,233,562,233,0,4.84,-0.14,7.62725,16.8923,-0.38014,3.16476,5,4.375,MISMATCH_expected_left
123936000000,drone1,3,0.95274,520,208,520,208,0,6.4,-1.024,12.2036,20.8293,-1.24214,0.347431,3.125,2.875,MISMATCH_expected_left
124040000000,drone1,3,0.952585,574,209,574,209,0,11.6114,-1.41714,17.4337,24.3192,-1.6167,-6.17729,2.1875,2.0625,MISMATCH_expected_left
124076000000,drone1,3,0.952028,516,210,516,210,0,6.67234,-1.02128,12.9826,21.4901,-1.23279,-0.166441,2.9375,2.8125,MISMATCH_expected_left
124100000000,drone1,3,0.952408,507,232,507,232,0,9.35,-0.4,19.0681,26.5319,-0.583588,-4.50236,2,1.875,MISMATCH_expected_left
124248000000,drone1,3,0.952378,561,237,561,237,0,4.33258,-0.0539327,6.85595,16.3196,-0.287475,3.84929,5.5625,5.375,MISMATCH_expected_left
124264000000,drone1,3,0.952354,516,222,516,222,0,3.30105,-0.303158,6.42295,16.2115,-0.535689,4.96205,5.9375,5.8125,MISMATCH_expected_left
124312000000,drone1,3,0.952701,504,249,504,249,0,3.30787,0.161798,6.85595,16.6253,-0.0674659,4.82892,5.5625,5.4375,MISMATCH_expected_left
124348000000,drone1,3,0.952682,562,237,562,237,0,4.16344,-0.051613,6.56107,16.0981,-0.283504,4.09458,5.8125,5.75,MISMATCH_expected_left
124436000000,drone1,3,0.953042,562,235,562,235,0,4.84,-0.1,7.62725,16.9237,-0.326812,3.13488,5,4.875,MISMATCH_expected_left
124452000000,drone1,3,0.953862,558,237,558,237,0,5.01053,-0.0631581,8.02868,17.2604,-0.287189,2.85238,4.75,4.5625,MISMATCH_expected_left
124480000000,drone1,3,0.953078,492,233,492,233,0,15.2889,-0.622223,33.8989,39.0187,-0.730249,-14.5195,1.125,1,MISMATCH_expected_left
124500000000,drone1,3,0.953193,562,236,562,236,0,4.55529,-0.0752943,7.17859,16.5877,-0.301349,3.53503,5.3125,5.0625,MISMATCH_expected_left
124576000000,drone1,3,0.954886,562,202,562,202,0,3.99175,-0.626804,6.29051,15.9185,-0.855383,4.33265,6.0625,5.625,MISMATCH_expected_left
124708000000,drone1,3,0.956048,502,297,502,297,0,3.98904,1.24931,8.35863,17.9024,1.03055,3.72903,4.5625,3.9375,MISMATCH_expected_left
124744000000,drone1,3,0.956496,493,236,493,236,0,8.38788,-0.19394,18.4903,26.3267,-0.369149,-3.42917,2.0625,2,MISMATCH_expected_left
124780000000,drone1,3,0.956937,572,200,572,200,0,25.2,-4,38.1362,40.2494,-4.10903,-25.2348,1,0.875,MISMATCH_expected_left
124900000000,drone1,3,0.955668,510,211,510,211,0,8.21622,-1.25405,16.4914,24.475,-1.44204,-2.68914,2.3125,2.25,MISMATCH_expected_left
124908000000,drone1,3,0.956106,513,222,513,222,0,11.0286,-1.02857,21.7921,28.7285,-1.19516,-6.92583,1.75,1.5625,MISMATCH_expected_left
124916000000,drone1,3,0.957788,517,241,517,241,0,6.56667,0.0333331,12.7121,21.3412,-0.172356,-0.0128351,3,2.875,MISMATCH_expected_left
124944000000,drone1,3,0.950666,574,186,574,186,0,14.5143,-3.08571,21.7921,27.7335,-3.26138,-10.2609,1.75,1.375,MISMATCH_expected_left
125052000000,drone1,3,0.945936,497,191,497,191,0,17.7,-4.9,38.1362,42.4672,-4.99834,-18.0663,1,0.9375,MISMATCH_expected_left
125140000000,drone1,3,0.960173,573,188,573,188,0,12.65,-2.6,19.0681,25.6858,-2.79248,-7.68876,2,1.9375,MISMATCH_expected_left
125368000000,drone1,3,0.963325,520,298,520,298,0,6.95652,2.01739,13.2648,21.8011,1.80034,-0.55628,2.875,2.6875,MISMATCH_expected_left
125380000000,drone1,3,0.944718,501,301,501,301,0,4.25882,1.43529,8.97323,18.4889,1.20071,3.27654,4.25,4.0625,MISMATCH_expected_left
125416000000,drone1,3,0.949718,494,254,494,254,0,3.48,0.28,7.62725,17.4386,0.0393141,4.41573,5,4.5625,MISMATCH_expected_left
125456000000,drone1,3,0.95129,511,238,511,238,0,14.5524,-0.152382,29.0562,34.7277,-0.303869,-12.4082,1.3125,1.25,MISMATCH_expected_left
125504000000,drone1,3,0.94605,509,238,509,238,0,11.2,-0.118519,22.5993,29.5304,-0.2977,-7.31954,1.6875,1.625,MISMATCH_expected_left
125664000000,drone1,3,0.965316,562,241,562,241,0,4.4,0.0181817,6.93386,16.5244,-0.23108,3.7424,5.5,5.3125,MISMATCH_expected_left
125704000000,drone1,3,0.961892,573,188,573,188,0,14.4571,-2.97143,21.7921,27.836,-3.16455,-10.1986,1.75,1.5625,MISMATCH_expected_left
125736000000,drone1,3,0.961527,508,215,508,215,0,8.12973,-1.08108,16.4914,24.5939,-1.28908,-2.60643,2.3125,2.25,MISMATCH_expected_left
125764000000,drone1,3,0.961021,501,238,501,238,0,13.1636,-0.145455,27.7355,33.8858,-0.304873,-10.6925,1.375,1.1875,MISMATCH_expected_left
125792000000,drone1,3,0.958337,498,238,498,238,0,10.5481,-0.118519,22.5993,29.7412,-0.298841,-6.68908,1.6875,1.5,MISMATCH_expected_left
125792000000,drone1,4,0.902016,189,29,189,29,0,-1.88829,-3.04144,5.49712,17.0081,-3.28486,10.1823,6.9375,1.9375,OK_right
125804000000,drone1,3,0.956524,575,191,575,191,0,12.75,-2.45,19.0681,25.7464,-2.65366,-7.76202,2,1.875,MISMATCH_expected_left
125804000000,drone1,4,0.902012,191,33,191,33,0,-2.02353,-3.24706,5.98216,17.5162,-3.48705,10.1741,6.375,1.1875,OK_right
125832000000,drone1,3,0.954417,508,216,508,216,0,8.84706,-1.12941,17.9465,25.8019,-1.32945,-3.70127,2.125,2.0625,MISMATCH_expected_left
125832000000,drone1,4,0.903082,189,32,189,32,0,-1.92294,-3.05321,5.59798,17.1214,-3.2949,10.1899,6.8125,1.75,OK_right
125836000000,drone1,3,0.953985,571,206,571,206,0,25.1,-3.4,38.1362,40.4143,-3.52787,-25.119,1,0.8125,MISMATCH_expected_left
125836000000,drone1,4,0.904063,170,30,170,30,0,-2.05128,-2.87179,5.21521,16.7944,-3.11448,10.4224,7.3125,7,OK_right
125864000000,drone1,3,0.955398,502,239,502,239,0,11.648,-0.0640005,24.4072,31.163,-0.234127,-8.26638,1.5625,1.5,MISMATCH_expected_left
125864000000,drone1,4,0.902308,190,30,190,30,0,-1.85714,-3,5.44804,16.9646,-3.24111,10.1678,7,2.0625,OK_right
125892000000,drone1,3,0.953857,521,239,521,239,0,17.8667,-0.0888896,33.8989,38.4359,-0.221295,-16.9805,1.125,1,MISMATCH_expected_left
125892000000,drone1,4,0.901684,186,29,186,29,0,-1.8807,-2.9614,5.35246,16.8834,-3.20224,10.2171,7.125,2.3125,OK_right
125900000000,drone1,3,0.953942,502,241,502,241,0,13.2364,0.0727267,27.7355,33.8859,-0.0815259,-10.7603,1.375,1.3125,MISMATCH_expected_left
125900000000,drone1,4,0.904127,186,29,186,29,0,-1.91429,-3.01429,5.44804,16.9885,-3.254,10.221,7,2,OK_right
125924000000,drone1,4,0.906963,190,35,190,35,0,-2.01942,-3.18447,5.92408,17.479,-3.42085,10.1826,6.4375,1.375,OK_right
125944000000,drone1,3,0.955721,568,219,568,219,0,26.4533,-2.24,40.6787,42.4377,-2.35302,-27.175,0.9375,0.8125,MISMATCH_expected_left
125944000000,drone1,4,0.907261,192,29,192,29,0,-1.86182,-3.06909,5.54709,17.0755,-3.30734,10.1414,6.875,1.6875,OK_right
125980000000,drone1,3,0.954515,514,218,514,218,0,6.89778,-0.782223,13.5596,22.1821,-0.996679,-0.572284,2.8125,2.75,MISMATCH_expected_left
125980000000,drone1,4,0.905996,191,29,191,29,0,-1.85946,-3.04144,5.49712,17.0314,-3.27938,10.1541,6.9375,1.75,OK_right
126000000000,drone1,3,0.955975,568,193,568,193,0,24.8,-4.7,38.1362,40.5088,-4.82271,-24.8512,1,0.8125,MISMATCH_expected_left
126000000000,drone1,4,0.906394,180,33,180,33,0,-2.09346,-3.09533,5.70262,17.3004,-3.3311,10.3186,6.6875,1.75,OK_right
126028000000,drone1,3,0.956633,498,240,498,240,0,18.9867,-8.13802e-07,40.6787,44.6109,-0.0956702,-20.0315,0.9375,0.8125,MISMATCH_expected_left
126028000000,drone1,4,0.907823,187,32,187,32,0,-1.9,-2.97143,5.44804,17.0039,-3.20848,10.2082,7,2.125,OK_right
126084000000,drone1,4,0.907752,191,32,191,32,0,-1.89358,-3.05321,5.59798,17.1501,-3.28891,10.1594,6.8125,1.875,OK_right
126100000000,drone1,3,0.954391,493,219,493,219,0,5.22264,-0.633963,11.5128,20.7287,-0.853785,1.62948,3.3125,3.125,MISMATCH_expected_left
126100000000,drone1,4,0.910518,190,34,190,34,0,-1.94393,-3.08037,5.70262,17.2692,-3.31484,10.1781,6.6875,1.5625,OK_right
126160000000,drone1,4,0.917326,165,34,165,34,0,-2.23423,-2.96937,5.49712,17.1611,-3.20382,10.5164,6.9375,1.9375,OK_right
126196000000,drone1,4,0.919839,173,31,173,31,0,-2.01026,-2.85812,5.21521,16.8298,-3.0945,10.3846,7.3125,2.6875,OK_right
126224000000,drone1,4,0.917927,121,35,121,35,0,-2.30725,-2.37681,4.42159,16.1583,-2.61667,10.8997,8.625,4.5,OK_right
126300000000,drone1,4,0.918737,184,31,184,31,0,-1.87586,-2.88276,5.26017,16.8429,-3.11899,10.2438,7.25,2.8125,OK_right
126320000000,drone1,4,0.917379,186,31,186,31,0,-1.8807,-2.93333,5.35246,16.9371,-3.16894,10.2217,7.125,2.25,OK_right
126344000000,drone1,3,0.953679,515,228,515,228,0,3.54545,-0.218182,6.93386,16.8609,-0.457607,4.56847,5.5,5.375,MISMATCH_expected_left
126344000000,drone1,4,0.915963,186,31,186,31,0,-1.83248,-2.85812,5.21521,16.7956,-3.09446,10.2154,7.3125,2.4375,OK_right
126368000000,drone1,4,0.918338,190,31,190,31,0,-1.85714,-2.98571,5.44804,17.0304,-3.22053,10.1713,7,1.9375,OK_right
126416000000,drone1,3,0.951646,568,194,568,194,0,15.2615,-2.83077,23.4685,29.2949,-3.00774,-11.4498,1.625,1.375,MISMATCH_expected_left
126420000000,drone1,4,0.918924,171,32,171,32,0,-2.03761,-2.84444,5.21521,16.8634,-3.07956,10.4111,7.3125,2.5,OK_right
126464000000,drone1,3,0.952228,492,219,492,219,0,5.85532,-0.714894,12.9826,21.9893,-0.926257,0.597672,2.9375,2.6875,MISMATCH_expected_left
126464000000,drone1,4,0.919222,179,36,179,36,0,-1.94483,-2.81379,5.26017,16.8829,-3.0484,10.3087,7.25,2.4375,OK_right
126500000000,drone1,3,0.952234,513,220,513,220,0,6.57021,-0.680851,12.9826,21.7841,-0.893555,-0.0869561,2.9375,2.6875,MISMATCH_expected_left
126500000000,drone1,4,0.91857,183,35,183,35,0,-1.95714,-2.92857,5.44804,17.0705,-3.16172,10.2656,7,2.5625,OK_right
126556000000,drone1,3,0.953065,523,219,523,219,0,9.02222,-0.933334,16.9494,24.8711,-1.1299,-3.58671,2.25,2,MISMATCH_expected_left
126556000000,drone1,4,0.918099,191,32,191,32,0,-1.84286,-2.97143,5.44804,17.0407,-3.20462,10.1561,7,1.8125,OK_right
126580000000,drone1,3,0.953145,492,249,492,249,0,10.1926,0.533333,22.5993,29.9316,0.365015,-6.35053,1.6875,1.5625,MISMATCH_expected_left
126580000000,drone1,4,0.91714,170,32,170,32,0,-2.08696,-2.89391,5.30591,16.9785,-3.12708,10.4309,7.1875,2.375,OK_right
126600000000,drone1,4,0.917331,166,31,166,31,0,-2.18053,-2.95929,5.39982,17.0996,-3.19153,10.4927,7.0625,2,OK_right
126624000000,drone1,3,0.952606,509,260,509,260,0,3.36,0.355555,6.77978,16.7915,0.118231,4.78717,5.625,5.1875,MISMATCH_expected_left
126624000000,drone1,4,0.915613,191,32,191,32,0,-1.84286,-2.97143,5.44804,17.0511,-3.20406,10.1544,7,1.8125,OK_right
126664000000,drone1,3,0.95274,511,244,511,244,0,15.28,0.319999,30.509,36.0229,0.182793,-13.5283,1.25,1.0625,MISMATCH_expected_left
126668000000,drone1,4,0.916761,186,35,186,35,0,-1.91429,-2.92857,5.44804,17.0752,-3.16094,10.2215,7,2,OK_right
126760000000,drone1,4,0.917326,186,34,186,34,0,-1.8807,-2.89123,5.35246,16.9775,-3.12404,10.2162,7.125,2.125,OK_right
126800000000,drone1,3,0.951502,514,245,514,245,0,13.4957,0.347826,26.5296,32.741,0.193608,-10.6634,1.4375,1.25,MISMATCH_expected_left
126800000000,drone1,4,0.916902,172,33,172,33,0,-1.95702,-2.73719,5.04281,16.7053,-2.97123,10.3799,7.5625,2.875,OK_right
126828000000,drone1,4,0.916684,190,36,190,36,0,-1.89091,-2.96727,5.54709,17.1724,-3.19851,10.1705,6.875,1.625,OK_right
126856000000,drone1,4,0.917415,193,33,193,33,0,-1.89907,-3.09533,5.70262,17.3269,-3.32552,10.1338,6.6875,1.5,OK_right
126868000000,drone1,3,0.950798,500,264,500,264,0,3.42857,0.457143,7.26405,17.2521,0.222806,4.58119,5.25,5,MISMATCH_expected_left
126868000000,drone1,4,0.91823,191,35,191,35,0,-1.84286,-2.92857,5.44804,17.0686,-3.16061,10.155,7,1.6875,OK_right
126896000000,drone1,3,0.950983,569,223,569,223,0,8.66087,-0.591305,13.2648,21.4793,-0.805546,-2.16928,2.875,2.6875,MISMATCH_expected_left
126896000000,drone1,4,0.919765,192,34,192,34,0,-1.81239,-2.91681,5.39982,17.0158,-3.14949,10.1408,7.0625,2.0625,OK_right
126920000000,drone1,4,0.920303,193,33,193,33,0,-1.97282,-3.21553,5.92408,17.5681,-3.4453,10.1428,6.4375,1.25,OK_right
126984000000,drone1,4,0.920468,182,31,182,31,0,-2.208,-3.344,6.1018,17.8101,-3.57227,10.3169,6.25,1.0625,OK_right
127016000000,drone1,4,0.92168,168,37,168,37,0,-2.13333,-2.84912,5.35246,17.0713,-3.08158,10.4638,7.125,2.125,OK_right
127048000000,drone1,4,0.921302,161,37,161,37,0,-2.15593,-2.75254,5.17102,16.9067,-2.98588,10.5387,7.375,2.5625,OK_right
127084000000,drone1,4,0.922613,176,37,176,37,0,-1.85806,-2.61935,4.92081,16.5822,-2.85451,10.3257,7.75,3.375,OK_right
127108000000,drone1,4,0.923648,185,38,185,38,0,-1.9115,-2.86018,5.39982,17.0598,-3.09243,10.2368,7.0625,1.875,OK_right
127152000000,drone1,3,0.950551,570,200,570,200,0,25,-4,38.1362,40.5452,-4.11708,-25.0446,1,0.8125,MISMATCH_expected_left
127152000000,drone1,4,0.924185,201,35,201,35,0,-1.79623,-3.09434,5.75641,17.3713,-3.32462,10.0219,6.625,1.1875,OK_right
127184000000,drone1,4,0.925436,187,35,187,35,0,-1.80339,-2.77966,5.17102,16.8139,-3.01227,10.1978,7.375,2.375,OK_right
127200000000,drone1,3,0.950832,511,247,511,247,0,16.9778,0.622222,33.8989,38.7909,0.501319,-16.1543,1.125,0.8125,MISMATCH_expected_left
127200000000,drone1,4,0.925553,190,38,190,38,0,-1.87387,-2.91171,5.49712,17.1494,-3.14161,10.1688,6.9375,1.5,OK_right
127324000000,drone1,4,0.923881,186,38,186,38,0,-1.86435,-2.81043,5.30591,16.9655,-3.04059,10.2142,7.1875,2,OK_right
127348000000,drone1,3,0.949227,503,255,503,255,0,13.9429,1.14286,29.0562,35.0836,1.00311,-11.7976,1.3125,1.125,MISMATCH_expected_left
127348000000,drone1,4,0.927286,164,37,164,37,0,-2.17043,-2.82435,5.30591,17.0568,-3.05309,10.5191,7.1875,1.9375,OK_right
127372000000,drone1,4,0.929102,182,36,182,36,0,-1.85546,-2.74286,5.12756,16.7963,-2.97275,10.2798,7.4375,2.25,OK_right
127396000000,drone1,4,0.930521,184,38,184,38,0,-1.79835,-2.67107,5.04281,16.7003,-2.90099,10.2597,7.5625,2.5625,OK_right
127480000000,drone1,3,0.949059,554,254,554,254,0,5.34857,0.32,8.71686,18.1488,0.0924856,2.35135,4.375,4.1875,MISMATCH_expected_left
127480000000,drone1,4,0.928764,176,38,176,38,0,-1.66957,-2.34203,4.42159,16.0697,-2.57528,10.3107,8.625,4.5,OK_right
127500000000,drone1,4,0.928644,182,36,182,36,0,-1.90345,-2.81379,5.26017,16.9462,-3.04158,10.2894,7.25,2.125,OK_right
127508000000,drone1,4,0.928165,180,38,180,38,0,-1.91453,-2.76239,5.21521,16.9098,-2.99001,10.3081,7.3125,2.1875,OK_right
127576000000,drone1,4,0.929075,147,46,147,46,0,-0.686849,-0.770223,1.51409,13.0031,-1.01993,10.2022,25.1875,19.375,OK_right
127580000000,drone1,4,0.929479,147,45,147,45,0,-0.686849,-0.774194,1.51409,13.006,-1.02333,10.2019,25.1875,19.5,OK_right
127600000000,drone1,4,0.93007,183,47,183,47,0,-1.73968,-2.45079,4.8427,16.5098,-2.6789,10.243,7.875,3.625,OK_right
127636000000,drone1,4,0.932239,116,49,116,49,0,-1.71789,-1.60842,3.21147,14.9399,-1.84476,10.7013,11.875,8.125,OK_right
127680000000,drone1,3,0.94928,512,317,512,317,0,4.95484,1.9871,9.84161,19.3517,1.77092,2.40669,3.875,3.25,MISMATCH_expected_left
127680000000,drone1,4,0.933533,182,40,182,40,0,-1.84,-2.66667,5.08483,16.7775,-2.89188,10.2862,7.5,2.6875,OK_right
127780000000,drone1,3,0.949569,512,232,512,232,0,15.36,-0.640001,30.509,36.2093,-0.767954,-13.461,1.25,1,MISMATCH_expected_left
127780000000,drone1,4,0.934053,191,40,191,40,0,-1.82655,-2.83186,5.39982,17.0793,-3.05469,10.192,7.0625,1.9375,OK_right
127796000000,drone1,4,0.932538,182,39,182,39,0,-1.80984,-2.63607,5.00147,16.6951,-2.86136,10.2867,7.625,2.75,OK_right
127800000000,drone1,3,0.950014,571,234,571,234,0,22.3111,-0.533334,33.8989,37.4273,-0.6592,-21.1301,1.125,1.0625,MISMATCH_expected_left
127800000000,drone1,4,0.931691,154,45,154,45,0,-0.655802,-0.77037,1.50662,13.0082,-1.01765,10.1809,25.3125,20,OK_right
127844000000,drone1,3,0.95015,502,269,502,269,0,3.55122,0.565854,7.44122,17.473,0.340838,4.43965,5.125,4.9375,MISMATCH_expected_left
127844000000,drone1,4,0.933424,166,39,166,39,0,-1.86667,-2.43636,4.62258,16.3537,-2.66418,10.442,8.25,3.625,OK_right
127868000000,drone1,3,0.950214,507,315,507,315,0,3.14947,1.26316,6.42295,16.612,1.03317,5.11675,5.9375,5.75,MISMATCH_expected_left
127868000000,drone1,4,0.933963,185,40,185,40,0,-1.8,-2.66667,5.08483,16.7817,-2.89247,10.2443,7.5,2.5625,OK_right
127916000000,drone1,3,0.950235,505,318,505,318,0,3.94667,1.664,8.13573,18.022,1.44091,3.8585,4.6875,4.5,MISMATCH_expected_left
127916000000,drone1,4,0.933614,187,41,187,41,0,-1.83448,-2.74483,5.26017,16.9632,-2.96994,10.2265,7.25,2.4375,OK_right
127964000000,drone1,4,0.933005,139,45,139,45,0,-1.98356,-2.13699,4.17931,15.9716,-2.36795,10.6806,9.125,4.4375,OK_right
128004000000,drone1,4,0.932598,173,39,173,39,0,-1.79542,-2.45496,4.65786,16.3808,-2.68412,10.3607,8.1875,3.375,OK_right
128044000000,drone1,4,0.931516,184,40,184,40,0,-1.72698,-2.53968,4.8427,16.5419,-2.76835,10.2396,7.875,2.6875,OK_right
128096000000,drone1,3,0.949719,569,259,569,259,0,4.85854,0.370732,7.44122,17.1087,0.139808,3.178,5.125,4.8125,MISMATCH_expected_left
128096000000,drone1,4,0.929866,186,43,186,43,0,-1.84828,-2.71724,5.26017,16.9853,-2.94442,10.2311,7.25,1.625,OK_right
128104000000,drone1,3,0.94974,515,230,515,230,0,7.09091,-0.363637,13.8677,22.6174,-0.565569,-0.82434,2.75,2.5625,MISMATCH_expected_left
128104000000,drone1,4,0.930179,194,41,194,41,0,-1.88411,-2.9757,5.70262,17.4245,-3.20111,10.1361,6.6875,1.25,OK_right
128152000000,drone1,3,0.949463,501,254,501,254,0,13.1636,1.01818,27.7355,34.1176,0.876779,-10.6657,1.375,1.25,MISMATCH_expected_left
128152000000,drone1,4,0.929378,194,40,194,40,0,-1.72308,-2.73504,5.21521,16.9138,-2.96415,10.1223,7.3125,2.3125,OK_right
128176000000,drone1,4,0.928167,171,40,171,40,0,-1.87717,-2.51969,4.80457,16.5694,-2.75125,10.3878,7.9375,2.6875,OK_right
128204000000,drone1,3,0.949717,512,242,512,242,0,16.1684,0.16842,32.1147,37.4431,0.0427363,-14.8201,1.1875,1.125,MISMATCH_expected_left
128204000000,drone1,4,0.928186,192,40,192,40,0,-1.93208,-3.01887,5.75641,17.5036,-3.24565,10.1629,6.625,1.125,OK_right
128240000000,drone1,3,0.949837,544,231,544,231,0,8.14545,-0.327273,13.8677,22.3226,-0.533674,-1.84067,2.75,2.5,MISMATCH_expected_left
128240000000,drone1,4,0.92786,181,42,181,42,0,-1.90085,-2.70769,5.21521,16.9795,-2.93795,10.2891,7.3125,2.125,OK_right
128288000000,drone1,4,0.927325,183,44,183,44,0,-1.85763,-2.65763,5.17102,16.929,-2.88829,10.259,7.375,2.3125,OK_right
128304000000,drone1,3,0.950067,494,259,494,259,0,8.98065,0.980645,19.6832,27.6383,0.801781,-4.34095,1.9375,1.8125,MISMATCH_expected_left
128304000000,drone1,4,0.925738,206,40,206,40,0,-1.80594,-3.16832,6.04139,17.7542,-3.39438,9.95457,6.3125,0.9375,OK_right
128332000000,drone1,4,0.927907,198,42,198,42,0,-1.87692,-3.04615,5.86711,17.6169,-3.27283,10.0729,6.5,1.3125,OK_right
128372000000,drone1,3,0.948569,518,242,518,242,0,3.52,0.0355554,6.77978,16.9086,-0.199081,4.64463,5.625,5.3125,MISMATCH_expected_left
128372000000,drone1,4,0.929856,190,42,190,42,0,-1.6378,-2.49449,4.80457,16.5316,-2.72735,10.1556,7.9375,2.375,OK_right
128404000000,drone1,3,0.948862,506,220,506,220,0,2.05241,-0.22069,4.20814,14.8827,-0.465369,6.7979,9.0625,8.25,MISMATCH_expected_left
128404000000,drone1,4,0.930589,195,40,195,40,0,-1.78571,-2.85714,5.44804,17.197,-3.08606,10.1139,7,1.375,OK_right
128448000000,drone1,4,0.930989,204,41,204,41,0,-1.45,-2.4875,4.76703,16.4496,-2.72126,9.98893,8,2.875,OK_right
128500000000,drone1,4,0.931317,165,42,165,42,0,-1.74648,-2.23099,4.29704,16.088,-2.46711,10.407,8.875,4.25,OK_right
128504000000,drone1,3,0.948877,566,256,566,256,0,4.52414,0.294253,7.01356,16.8566,0.0577055,3.61454,5.4375,5.1875,MISMATCH_expected_left
128504000000,drone1,4,0.931008,181,41,181,41,0,-1.69771,-2.43053,4.65786,16.4241,-2.66533,10.2541,8.1875,3.375,OK_right
128568000000,drone1,3,0.94937,511,248,511,248,0,3.18333,0.133333,6.35604,16.621,-0.104233,5.08774,6,5.6875,MISMATCH_expected_left
128568000000,drone1,4,0.931805,184,46,184,46,0,-1.72698,-2.46349,4.8427,16.614,-2.69783,10.2276,7.875,2,OK_right
128604000000,drone1,4,0.931883,166,44,166,44,0,-1.71111,-2.17778,4.23736,16.0324,-2.41596,10.3878,9,4.1875,OK_right
128636000000,drone1,4,0.931452,184,43,184,43,0,-1.68682,-2.44341,4.73008,16.5022,-2.67954,10.2214,8.0625,3.0625,OK_right
128756000000,drone1,4,0.930842,189,48,189,48,0,-1.8069,-2.64828,5.26017,17.0493,-2.88182,10.1822,7.25,2,OK_right
128800000000,drone1,3,0.94951,492,306,492,306,0,12.5091,4.8,27.7355,34.3524,4.65379,-10.0543,1.375,1.3125,MISMATCH_expected_left
128800000000,drone1,4,0.931163,181,49,181,49,0,-1.7792,-2.4448,4.88144,16.6815,-2.68099,10.2654,7.8125,2.875,OK_right
128844000000,drone1,4,0.93268,180,47,180,47,0,-1.91453,-2.63932,5.21521,17.0498,-2.87471,10.2977,7.3125,1.9375,OK_right
128868000000,drone1,4,0.932388,214,48,214,48,0,-1.67921,-3.04158,6.04139,17.7783,-3.27384,9.83284,6.3125,1.3125,OK_right
128872000000,drone1,3,0.949219,498,244,498,244,0,2.93608,0.0659793,6.29051,16.6617,-0.1764,5.34279,6.0625,6,MISMATCH_expected_left
128872000000,drone1,4,0.932272,185,44,185,44,0,-1.67442,-2.43101,4.73008,16.5235,-2.67122,10.2093,8.0625,2.9375,OK_right
128900000000,drone1,3,0.94805,520,249,520,249,0,3.29897,0.148453,6.29051,16.5636,-0.0966891,4.99492,6.0625,5.8125,MISMATCH_expected_left
