stamp_sec,method,N,MedErr,RMSE,P95,MeanLogDet
544.404,ci,444,3.19706,3.32424,4.32868,-6.31462
544.404,ftci,444,3.19205,3.33789,4.38235,-6.36815
544.468,ci,446,3.19706,3.32431,4.32824,-6.31518
544.468,ftci,446,3.19205,3.33799,4.38201,-6.36847
544.516,ci,448,3.19706,3.32438,4.32781,-6.31572
544.516,ftci,448,3.19205,3.33809,4.38167,-6.36873
544.568,ci,450,3.19706,3.32446,4.32737,-6.31629
544.568,ftci,450,3.19205,3.3382,4.38133,-6.36907
544.616,ci,452,3.19706,3.32454,4.32693,-6.31689
544.616,ftci,452,3.19205,3.33832,4.38099,-6.36944
544.668,ci,454,3.19706,3.32463,4.3265,-6.31747
544.668,ftci,454,3.19205,3.33845,4.38065,-6.36976
544.708,ci,456,3.19706,3.32471,4.32606,-6.31806
544.708,ftci,456,3.19205,3.33857,4.38031,-6.37013
544.76,ci,458,3.19706,3.3248,4.32562,-6.31864
544.76,ftci,458,3.19205,3.3387,4.37997,-6.37048
544.8,ci,460,3.19706,3.32489,4.32518,-6.31921
544.8,ftci,460,3.19205,3.33883,4.37963,-6.37082
544.852,ci,462,3.19706,3.32499,4.32477,-6.31982
544.852,ftci,462,3.19205,3.33897,4.37924,-6.37123
544.9,ci,464,3.19706,3.3251,4.32438,-6.32042
544.9,ftci,464,3.19205,3.33911,4.37878,-6.37161
544.964,ci,466,3.19706,3.32521,4.32399,-6.32101
544.964,ftci,466,3.19205,3.33925,4.37833,-6.37197
545.004,ci,468,3.19706,3.32533,4.32359,-6.32161
545.004,ftci,468,3.19205,3.3394,4.37787,-6.37235
545.1,ci,470,3.19706,3.32546,4.3232,-6.32218
545.1,ftci,470,3.19205,3.33957,4.37742,-6.37269
545.196,ci,472,3.19706,3.32559,4.32281,-6.32279
545.196,ftci,472,3.19205,3.33972,4.37696,-6.3731
545.296,ci,474,3.19706,3.32573,4.32242,-6.32339
545.296,ftci,474,3.19205,3.3399,4.37651,-6.37347
545.364,ci,476,3.19706,3.32588,4.32203,-6.32395
545.364,ftci,476,3.19205,3.34009,4.37605,-6.37383
545.4,ci,478,3.19706,3.32602,4.32164,-6.32446
545.4,ftci,478,3.19205,3.34027,4.3756,-6.37411
545.48,ci,480,3.19706,3.32617,4.32124,-6.32499
545.48,ftci,480,3.19205,3.34046,4.37514,-6.37445
545.5,ci,482,3.19706,3.32634,4.32093,-6.32554
545.5,ftci,482,3.19205,3.34065,4.37471,-6.37478
545.56,ci,484,3.19706,3.32652,4.32068,-6.32612
545.56,ftci,484,3.19205,3.34086,4.37429,-6.37515
545.6,ci,486,3.19706,3.3267,4.32043,-6.32669
545.6,ftci,486,3.19205,3.34108,4.37387,-6.37553
545.664,ci,488,3.19706,3.32687,4.32019,-6.32725
545.664,ftci,488,3.19205,3.34129,4.37346,-6.37587
545.732,ci,490,3.19706,3.32705,4.31994,-6.32775
545.732,ftci,490,3.19205,3.3415,4.37304,-6.37616
545.792,ci,492,3.19706,3.32722,4.3197,-6.32828
545.792,ftci,492,3.19205,3.34172,4.37262,-6.3765
545.884,ci,494,3.19706,3.32739,4.31945,-6.32878
545.884,ftci,494,3.19205,3.34192,4.3722,-6.37679
545.944,ci,496,3.19706,3.32754,4.3192,-6.32929
545.944,ftci,496,3.19205,3.34213,4.37179,-6.37711
546,ci,498,3.19706,3.3277,4.31896,-6.32981
546,ftci,498,3.19205,3.34234,4.37137,-6.37745
546.088,ci,500,3.19706,3.3278,4.31871,-6.33035
546.088,ftci,500,3.19205,3.34249,4.37095,-6.3778
546.156,ci,502,3.19706,3.32787,4.31851,-6.33086
546.156,ftci,502,3.19205,3.34263,4.37074,-6.37813
546.244,ci,504,3.19706,3.32791,4.31834,-6.33132
546.244,ftci,504,3.19205,3.34274,4.37072,-6.37839
546.316,ci,506,3.19706,3.32792,4.31818,-6.33182
546.316,ftci,506,3.19205,3.34283,4.37071,-6.37871
546.4,ci,508,3.19706,3.32789,4.31801,-6.3323
546.4,ftci,508,3.19205,3.34288,4.37069,-6.37901
546.48,ci,510,3.19706,3.32783,4.31785,-6.33278
546.48,ftci,510,3.19205,3.34291,4.37068,-6.37931
546.564,ci,512,3.19521,3.32774,4.31768,-6.33303
546.564,ftci,512,3.19205,3.34293,4.37067,-6.37932
546.624,ci,514,3.19078,3.32762,4.31752,-6.33327
546.624,ftci,514,3.19205,3.34294,4.37065,-6.37937
546.7,ci,516,3.18852,3.32748,4.31735,-6.33358
546.7,ftci,516,3.19205,3.34293,4.37064,-6.3795
546.78,ci,518,3.18458,3.32733,4.31719,-6.33392
546.78,ftci,518,3.19205,3.3429,4.37062,-6.37966
546.868,ci,520,3.18225,3.32716,4.31702,-6.33431
546.868,ftci,520,3.19205,3.34285,4.37061,-6.37986
546.928,ci,522,3.18045,3.32698,4.31685,-6.33469
546.928,ftci,522,3.19205,3.34278,4.37057,-6.38003
547.004,ci,524,3.17918,3.3268,4.31667,-6.33513
547.004,ftci,524,3.19205,3.34271,4.37052,-6.3803
547.1,ci,526,3.17902,3.32661,4.31649,-6.33557
547.1,ftci,526,3.19205,3.34264,4.37047,-6.38057
547.176,ci,528,3.17902,3.32642,4.3163,-6.33606
547.176,ftci,528,3.19205,3.34256,4.37041,-6.38089
547.26,ci,530,3.17902,3.32624,4.31612,-6.33653
547.26,ftci,530,3.19205,3.34248,4.37036,-6.38118
547.324,ci,532,3.17902,3.32607,4.31594,-6.33696
547.324,ftci,532,3.19205,3.34241,4.3703,-6.38142
547.404,ci,534,3.17902,3.32591,4.31576,-6.33742
547.404,ftci,534,3.19205,3.34235,4.37025,-6.38173
547.5,ci,536,3.17902,3.32574,4.31557,-6.33789
547.5,ftci,536,3.19205,3.34227,4.37019,-6.38203
547.572,ci,538,3.17902,3.32558,4.31539,-6.33836
547.572,ftci,538,3.19205,3.34221,4.37014,-6.38233
547.66,ci,540,3.17902,3.32543,4.31521,-6.33879
547.66,ftci,540,3.19205,3.34216,4.37009,-6.3826
547.744,ci,542,3.17902,3.32529,4.31509,-6.33921
547.744,ftci,542,3.19205,3.34211,4.36969,-6.38284
547.832,ci,544,3.17902,3.32513,4.31502,-6.33965
547.832,ftci,544,3.19205,3.34204,4.36894,-6.38313
547.9,ci,546,3.17902,3.32496,4.31495,-6.34009
547.9,ftci,546,3.19205,3.34196,4.36819,-6.38341
547.98,ci,548,3.17902,3.32477,4.31488,-6.34053
547.98,ftci,548,3.19205,3.34185,4.36744,-6.38369
548.064,ci,550,3.17902,3.32456,4.31481,-6.34097
548.064,ftci,550,3.19205,3.34175,4.36669,-6.38387
548.14,ci,552,3.17902,3.32435,4.31475,-6.3413
548.14,ftci,552,3.19205,3.34164,4.36594,-6.384
548.232,ci,554,3.17902,3.32413,4.31468,-6.34168
548.232,ftci,554,3.19205,3.34152,4.36519,-6.38422
548.3,ci,556,3.17902,3.32389,4.31461,-6.34206
548.3,ftci,556,3.19205,3.34139,4.36444,-6.38442
548.396,ci,558,3.17677,3.32363,4.31454,-6.34242
548.396,ftci,558,3.19205,3.34124,4.36369,-6.38461
548.48,ci,560,3.17551,3.32336,4.31447,-6.34283
548.48,ftci,560,3.19205,3.34108,4.36294,-6.38487
548.56,ci,562,3.17479,3.32309,4.31439,-6.34321
548.56,ftci,562,3.19205,3.3409,4.36254,-6.38509
548.616,ci,564,3.17458,3.3228,4.3143,-6.34357
548.616,ftci,564,3.19205,3.34073,4.36248,-6.38528
548.7,ci,566,3.17431,3.32252,4.31421,-6.34396
548.7,ftci,566,3.19205,3.34055,4.36242,-6.38554
548.8,ci,568,3.17369,3.32222,4.31412,-6.34434
548.8,ftci,568,3.19205,3.34035,4.36236,-6.38577
548.892,ci,570,3.17231,3.32191,4.31402,-6.34474
548.892,ftci,570,3.19205,3.34014,4.36231,-6.38602
548.968,ci,572,3.17231,3.3216,4.31393,-6.34512
548.968,ftci,572,3.19205,3.33993,4.36225,-6.38625
549.056,ci,574,3.17231,3.32133,4.31384,-6.34499
549.056,ftci,574,3.19049,3.33963,4.36219,-6.38592
549.12,ci,576,3.17231,3.32107,4.31374,-6.34489
549.12,ftci,576,3.19049,3.33935,4.36213,-6.38571
549.2,ci,578,3.17231,3.3208,4.31365,-6.34489
549.2,ftci,578,3.19049,3.33909,4.36207,-6.38557
549.256,ci,580,3.17231,3.32052,4.31356,-6.345
549.256,ftci,580,3.19049,3.33884,4.36201,-6.38555
549.3,ci,582,3.17231,3.32023,4.31315,-6.34516
549.3,ftci,582,3.19049,3.3386,4.36187,-6.38553
549.352,ci,584,3.17231,3.31993,4.31242,-6.34537
549.352,ftci,584,3.19049,3.33836,4.36165,-6.38558
549.4,ci,586,3.17231,3.31963,4.3117,-6.34559
549.4,ftci,586,3.19049,3.33812,4.36142,-6.38563
549.44,ci,588,3.17077,3.31929,4.31097,-6.34527
549.44,ftci,588,3.19049,3.3381,4.3612,-6.38537
549.488,ci,590,3.17077,3.31895,4.31025,-6.34496
549.488,ftci,590,3.19049,3.33806,4.36097,-6.38521
549.524,ci,592,3.17077,3.31863,4.30952,-6.34475
549.524,ftci,592,3.19049,3.338,4.36075,-6.3851
549.584,ci,594,3.17077,3.31831,4.3088,-6.34463
549.584,ftci,594,3.19049,3.33792,4.36053,-6.38504
549.616,ci,596,3.17077,3.318,4.30807,-6.34466
549.616,ftci,596,3.19049,3.33783,4.3603,-6.3851
549.684,ci,598,3.17077,3.3177,4.30735,-6.3447
549.684,ftci,598,3.19049,3.33772,4.36008,-6.38511
549.712,ci,600,3.17077,3.31742,4.30662,-6.34481
549.712,ftci,600,3.19049,3.33761,4.35985,-6.38518
549.764,ci,602,3.17077,3.31714,4.30619,-6.34494
549.764,ftci,602,3.19049,3.33748,4.35946,-6.38524
549.804,ci,604,3.17077,3.31686,4.30605,-6.34511
549.804,ftci,604,3.19049,3.33735,4.35891,-6.38535
549.868,ci,606,3.17077,3.31658,4.30591,-6.34535
549.868,ftci,606,3.19049,3.33721,4.35836,-6.38551
549.9,ci,608,3.17077,3.31631,4.30577,-6.34558
549.9,ftci,608,3.19049,3.33706,4.3578,-6.38564
549.96,ci,610,3.17077,3.31605,4.30563,-6.34587
549.96,ftci,610,3.19049,3.3369,4.35725,-6.38582
550,ci,612,3.17077,3.31579,4.3055,-6.34619
550,ftci,612,3.19049,3.33675,4.3567,-6.38603
550.048,ci,614,3.17077,3.31553,4.30536,-6.34651
550.048,ftci,614,3.19049,3.33659,4.35614,-6.38628
550.1,ci,616,3.17077,3.31528,4.30522,-6.34684
550.1,ftci,616,3.19049,3.33643,4.35559,-6.38647
550.144,ci,618,3.17077,3.31503,4.30508,-6.34718
550.144,ftci,618,3.19049,3.33628,4.35504,-6.3867
550.188,ci,620,3.17077,3.3148,4.30494,-6.34748
550.188,ftci,620,3.19049,3.33614,4.35448,-6.38687
550.224,ci,622,3.17077,3.31458,4.30476,-6.34781
550.224,ftci,622,3.19049,3.336,4.35399,-6.38708
550.276,ci,624,3.17077,3.31435,4.30453,-6.34816
550.276,ftci,624,3.19049,3.33585,4.35356,-6.3873
550.308,ci,626,3.17077,3.31413,4.3043,-6.34849
550.308,ftci,626,3.19049,3.33571,4.35313,-6.3875
550.38,ci,628,3.17077,3.31392,4.30407,-6.34883
550.38,ftci,628,3.19049,3.33557,4.3527,-6.38772
550.408,ci,630,3.17077,3.31371,4.30385,-6.34919
550.408,ftci,630,3.19049,3.33543,4.35227,-6.38796
550.476,ci,632,3.17077,3.31351,4.30362,-6.34952
550.476,ftci,632,3.19049,3.33531,4.35184,-6.38815
550.5,ci,634,3.17077,3.31332,4.30339,-6.34986
550.5,ftci,634,3.19049,3.33521,4.35141,-6.38838
550.556,ci,636,3.17077,3.31314,4.30316,-6.35017
550.556,ftci,636,3.19049,3.33511,4.35098,-6.38854
550.6,ci,638,3.17077,3.31297,4.30294,-6.35047
550.6,ftci,638,3.19049,3.33501,4.35055,-6.38872
550.66,ci,640,3.17077,3.31279,4.30271,-6.35081
550.66,ftci,640,3.19049,3.33493,4.35012,-6.38896
550.7,ci,642,3.17077,3.31262,4.3024,-6.35113
550.7,ftci,642,3.19049,3.33484,4.34969,-6.38916
550.74,ci,644,3.17077,3.31271,4.30201,-6.35144
550.74,ftci,644,3.19049,3.33475,4.34926,-6.38935
550.8,ci,646,3.17077,3.31259,4.30161,-6.35176
550.8,ftci,646,3.19049,3.33466,4.34884,-6.38956
550.86,ci,648,3.17077,3.31242,4.30122,-6.35212
550.86,ftci,648,3.19049,3.33456,4.34841,-6.38982
550.952,ci,650,3.17077,3.31225,4.30083,-6.35248
550.952,ftci,650,3.19049,3.33447,4.34798,-6.39002
551.024,ci,652,3.17077,3.31207,4.30044,-6.35277
551.024,ftci,652,3.19049,3.33437,4.34755,-6.39018
551.1,ci,654,3.17077,3.31189,4.30005,-6.3531
551.1,ftci,654,3.19049,3.33429,4.34712,-6.39041
551.196,ci,656,3.17077,3.31173,4.29965,-6.35342
551.196,ftci,656,3.19049,3.33421,4.3467,-6.39062
551.268,ci,658,3.17077,3.31157,4.29926,-6.35376
551.268,ftci,658,3.19049,3.33414,4.34627,-6.39085
551.304,ci,660,3.17077,3.31142,4.29887,-6.35408
551.304,ftci,660,3.19049,3.33407,4.34584,-6.39104
551.36,ci,662,3.17077,3.31127,4.29867,-6.35435
551.36,ftci,662,3.19049,3.33401,4.34541,-6.3912
551.412,ci,664,3.17077,3.31113,4.29866,-6.35463
551.412,ftci,664,3.19049,3.33395,4.34497,-6.39137
551.476,ci,666,3.17077,3.31099,4.29865,-6.35493
551.476,ftci,666,3.19049,3.33389,4.34454,-6.39157
551.532,ci,668,3.17077,3.31085,4.29864,-6.35521
551.532,ftci,668,3.19049,3.33383,4.3441,-6.39173
551.6,ci,670,3.17077,3.31074,4.29863,-6.35551
551.6,ftci,670,3.19049,3.33379,4.34366,-6.39193
551.696,ci,672,3.17077,3.31064,4.29862,-6.3558
551.696,ftci,672,3.19049,3.33376,4.34323,-6.39211
551.764,ci,674,3.17077,3.31055,4.29861,-6.35612
551.764,ftci,674,3.19049,3.33374,4.34279,-6.39234
551.84,ci,676,3.17077,3.31047,4.2986,-6.35641
551.84,ftci,676,3.19049,3.33372,4.34236,-6.39251
551.9,ci,678,3.17077,3.31039,4.29859,-6.35672
551.9,ftci,678,3.19049,3.3337,4.34192,-6.39272
552,ci,680,3.17077,3.31032,4.29858,-6.35703
552,ftci,680,3.19049,3.33369,4.34149,-6.39292
552.092,ci,682,3.17077,3.31026,4.29856,-6.35731
552.092,ftci,682,3.19049,3.33368,4.34109,-6.39308
552.168,ci,684,3.17077,3.3102,4.29853,-6.35762
552.168,ftci,684,3.19049,3.33367,4.34074,-6.3933
552.256,ci,686,3.17077,3.31015,4.29851,-6.35791
552.256,ftci,686,3.19049,3.33368,4.34038,-6.39348
552.3,ci,688,3.17077,3.3101,4.29848,-6.35819
552.3,ftci,688,3.19049,3.3337,4.34003,-6.39366
552.368,ci,690,3.17077,3.31006,4.29846,-6.35847
552.368,ftci,690,3.19049,3.33371,4.33968,-6.39385
552.42,ci,692,3.17077,3.31003,4.29843,-6.35873
552.42,ftci,692,3.19049,3.33374,4.33932,-6.39399
552.46,ci,694,3.17077,3.31,4.29841,-6.359
552.46,ftci,694,3.19049,3.33376,4.33897,-6.39416
552.52,ci,696,3.17077,3.30996,4.29838,-6.35929
552.52,ftci,696,3.19049,3.33379,4.33861,-6.39436
552.6,ci,698,3.17077,3.30993,4.29836,-6.3596
552.6,ftci,698,3.19049,3.33381,4.33826,-6.39457
552.676,ci,700,3.17077,3.3099,4.29833,-6.3599
552.676,ftci,700,3.19049,3.33384,4.33791,-6.39476
552.752,ci,702,3.17077,3.30986,4.2983,-6.36017
552.752,ftci,702,3.19049,3.33386,4.33766,-6.39493
552.816,ci,704,3.17077,3.30987,4.29825,-6.36
552.816,ftci,704,3.19049,3.33374,4.33754,-6.39461
552.9,ci,706,3.17077,3.30989,4.29821,-6.35993
552.9,ftci,706,3.19049,3.33367,4.33741,-6.39446
552.992,ci,708,3.17077,3.30991,4.29816,-6.35995
552.992,ftci,708,3.19049,3.33364,4.33728,-6.39438
553.084,ci,710,3.17077,3.30993,4.29812,-6.36006
553.084,ftci,710,3.19049,3.33365,4.33715,-6.39438
553.152,ci,712,3.17077,3.30995,4.29807,-6.3602
553.152,ftci,712,3.19049,3.33368,4.33703,-6.3944
553.224,ci,714,3.17077,3.30997,4.29803,-6.36038
553.224,ftci,714,3.19049,3.33371,4.3369,-6.39447
553.3,ci,716,3.17077,3.30999,4.29798,-6.36057
553.3,ftci,716,3.19049,3.33376,4.33677,-6.39454
553.4,ci,718,3.17077,3.31004,4.29794,-6.36074
553.4,ftci,718,3.19049,3.33383,4.33664,-6.39459
553.496,ci,720,3.17077,3.31008,4.29789,-6.36096
553.496,ftci,720,3.19049,3.33391,4.33652,-6.39473
553.572,ci,722,3.17077,3.31012,4.29787,-6.3612
553.572,ftci,722,3.19049,3.334,4.33631,-6.39488
553.66,ci,724,3.17077,3.31017,4.29786,-6.36144
553.66,ftci,724,3.19049,3.3341,4.33602,-6.39502
553.72,ci,726,3.17077,3.31024,4.29786,-6.36171
553.72,ftci,726,3.19049,3.33421,4.33573,-6.3952
553.8,ci,728,3.17077,3.31031,4.29785,-6.36196
553.8,ftci,728,3.19049,3.33434,4.33544,-6.39535
553.9,ci,730,3.17077,3.31041,4.29784,-6.36221
553.9,ftci,730,3.19049,3.33449,4.33515,-6.39549
553.972,ci,732,3.17077,3.31052,4.29784,-6.36247
553.972,ftci,732,3.19049,3.33465,4.33486,-6.39566
554.064,ci,734,3.17077,3.31066,4.29783,-6.36273
554.064,ftci,734,3.19049,3.33483,4.33457,-6.39585
554.108,ci,736,3.17077,3.31079,4.29783,-6.36301
554.108,ftci,736,3.19049,3.33501,4.33428,-6.39604
554.2,ci,738,3.17077,3.31094,4.29782,-6.36327
554.2,ftci,738,3.19049,3.33521,4.33399,-6.3962
554.268,ci,740,3.17077,3.31111,4.29782,-6.36352
554.268,ftci,740,3.19049,3.33541,4.3337,-6.39637
554.304,ci,742,3.17077,3.31129,4.2978,-6.36376
554.304,ftci,742,3.19049,3.33563,4.33351,-6.39651
554.368,ci,744,3.17077,3.31149,4.29777,-6.36402
554.368,ftci,744,3.19049,3.33587,4.33344,-6.3967
554.416,ci,746,3.17077,3.31171,4.29775,-6.36426
554.416,ftci,746,3.19049,3.33611,4.33337,-6.39685
554.472,ci,748,3.17077,3.31194,4.29772,-6.36451
554.472,ftci,748,3.19049,3.33637,4.33329,-6.39703
554.528,ci,750,3.17077,3.31221,4.2977,-6.36446
554.528,ftci,750,3.19049,3.33657,4.33322,-6.39682
554.568,ci,752,3.17077,3.31249,4.29767,-6.36434
554.568,ftci,752,3.19049,3.33679,4.33314,-6.39659
554.624,ci,754,3.17077,3.31277,4.29783,-6.36428
554.624,ftci,754,3.19049,3.33702,4.33307,-6.39644
554.664,ci,756,3.17077,3.31306,4.29798,-6.36423
554.664,ftci,756,3.19049,3.33727,4.333,-6.39628
554.7,ci,758,3.17077,3.31336,4.29836,-6.36422
554.7,ftci,758,3.19049,3.33753,4.33292,-6.39617
554.756,ci,760,3.17077,3.31366,4.29858,-6.36427
554.756,ftci,760,3.19049,3.33779,4.33285,-6.39611
554.8,ci,762,3.17077,3.31396,4.29867,-6.36432
554.8,ftci,762,3.19049,3.33807,4.33274,-6.39605
554.832,ci,764,3.17077,3.31426,4.29873,-6.36441
554.832,ftci,764,3.19049,3.33836,4.33344,-6.39603
554.896,ci,766,3.17077,3.31457,4.30089,-6.36454
554.896,ftci,766,3.19049,3.33865,4.3343,-6.39605
554.916,ci,768,3.17077,3.31488,4.30225,-6.36466
554.916,ftci,768,3.19049,3.33895,4.33579,-6.39608
554.98,ci,770,3.17077,3.31519,4.30271,-6.36482
554.98,ftci,770,3.19049,3.33926,4.33685,-6.39613
555,ci,772,3.17077,3.3155,4.30318,-6.36501
555,ftci,772,3.19049,3.33957,4.33742,-6.39624
555.064,ci,774,3.17077,3.31582,4.30368,-6.36524
555.064,ftci,774,3.19049,3.33989,4.33897,-6.39638
555.1,ci,776,3.17077,3.31614,4.30367,-6.36545
555.1,ftci,776,3.19049,3.34021,4.34143,-6.39648
555.16,ci,778,3.17077,3.31645,4.30366,-6.36567
555.16,ftci,778,3.19049,3.34053,4.34234,-6.39662
555.2,ci,780,3.17077,3.31677,4.30365,-6.36587
555.2,ftci,780,3.19049,3.34086,4.34491,-6.39672
555.26,ci,782,3.17077,3.31708,4.30363,-6.36609
555.26,ftci,782,3.19049,3.34118,4.34559,-6.39686
555.292,ci,784,3.17077,3.3174,4.30361,-6.36633
555.292,ftci,784,3.19049,3.34151,4.34665,-6.39702
555.344,ci,786,3.17077,3.31771,4.30359,-6.36654
555.344,ftci,786,3.19049,3.34184,4.34783,-6.39714
555.392,ci,788,3.17077,3.31803,4.30357,-6.36675
555.392,ftci,788,3.19049,3.34217,4.34891,-6.39727
555.42,ci,790,3.17077,3.31835,4.30356,-6.36699
555.42,ftci,790,3.19049,3.3425,4.34963,-6.39743
555.48,ci,792,3.17077,3.31867,4.30354,-6.36722
555.48,ftci,792,3.19049,3.34283,4.3499,-6.39762
555.5,ci,794,3.17077,3.31898,4.30352,-6.36744
555.5,ftci,794,3.19049,3.34316,4.3499,-6.39775
555.556,ci,796,3.17077,3.31931,4.3035,-6.36768
555.556,ftci,796,3.19049,3.3435,4.34993,-6.39792
555.592,ci,798,3.17077,3.31962,4.30348,-6.36789
555.592,ftci,798,3.19049,3.34384,4.35001,-6.39804
555.6,ci,800,3.17077,3.31994,4.30346,-6.36811
555.6,ftci,800,3.19049,3.34418,4.35007,-6.3982
555.656,ci,802,3.17077,3.32026,4.30345,-6.36834
555.656,ftci,802,3.19049,3.34452,4.35045,-6.39835
555.688,ci,804,3.17077,3.32058,4.30344,-6.36858
555.688,ftci,804,3.19049,3.34486,4.35063,-6.39852
555.72,ci,806,3.17077,3.32091,4.30343,-6.3688
555.72,ftci,806,3.19049,3.34519,4.35108,-6.39866
555.788,ci,808,3.17077,3.32124,4.30342,-6.36902
555.788,ftci,808,3.19049,3.34554,4.35137,-6.3988
555.832,ci,810,3.17077,3.32157,4.30356,-6.36924
555.832,ftci,810,3.19049,3.34588,4.35152,-6.39894
555.9,ci,812,3.17077,3.32191,4.3037,-6.36949
555.9,ftci,812,3.19049,3.34623,4.35159,-6.39913
555.988,ci,814,3.17077,3.32226,4.30391,-6.36973
555.988,ftci,814,3.19049,3.34658,4.35174,-6.39929
556.052,ci,816,3.17077,3.32261,4.30422,-6.36994
556.052,ftci,816,3.19049,3.34694,4.35209,-6.39942
556.112,ci,818,3.17077,3.32296,4.30431,-6.37015
556.112,ftci,818,3.19049,3.34729,4.35236,-6.39956
556.188,ci,820,3.17077,3.32331,4.30433,-6.37036
556.188,ftci,820,3.19049,3.34764,4.35242,-6.3997
556.26,ci,822,3.17198,3.32366,4.30464,-6.37059
556.26,ftci,822,3.19049,3.34799,4.35246,-6.39986
556.36,ci,824,3.17464,3.32401,4.30471,-6.37079
556.36,ftci,824,3.19049,3.34834,4.35301,-6.39999
556.42,ci,826,3.17629,3.32437,4.30483,-6.37099
556.42,ftci,826,3.19096,3.3487,4.3539,-6.40011
556.5,ci,828,3.17754,3.32473,4.30503,-6.37118
556.5,ftci,828,3.1922,3.34906,4.35419,-6.40023
556.568,ci,830,3.17882,3.3251,4.30524,-6.37137
556.568,ftci,830,3.19363,3.34942,4.3544,-6.40034
556.648,ci,832,3.18063,3.32546,4.30561,-6.37159
556.648,ftci,832,3.19587,3.34979,4.35463,-6.4005
556.72,ci,834,3.18283,3.32584,4.30605,-6.37179
556.72,ftci,834,3.1984,3.35017,4.35509,-6.40062
556.804,ci,836,3.18472,3.32622,4.30673,-6.37197
556.804,ftci,836,3.20015,3.35055,4.35586,-6.40074
556.9,ci,838,3.18604,3.32661,4.30827,-6.37203
556.9,ftci,838,3.2072,3.35095,4.35613,-6.40071
556.976,ci,840,3.18833,3.32701,4.30901,-6.37207
556.976,ftci,840,3.20913,3.35136,4.35624,-6.40067
557.056,ci,842,3.19094,3.32741,4.30971,-6.37216
557.056,ftci,842,3.21103,3.35177,4.35626,-6.4007
557.14,ci,844,3.19374,3.32782,4.31021,-6.37225
557.14,ftci,844,3.21297,3.35219,4.35733,-6.40072
557.208,ci,846,3.19513,3.32822,4.31041,-6.37234
557.208,ftci,846,3.21416,3.35261,4.35751,-6.40073
557.3,ci,848,3.19622,3.32863,4.31069,-6.37244
557.3,ftci,848,3.21525,3.35303,4.35834,-6.40076
557.384,ci,850,3.19835,3.32904,4.31207,-6.37259
557.384,ftci,850,3.21592,3.35346,4.35931,-6.40086
557.472,ci,852,3.20167,3.32946,4.31329,-6.37279
557.472,ftci,852,3.21891,3.35389,4.35983,-6.401
557.552,ci,854,3.20299,3.32989,4.31382,-6.37298
557.552,ftci,854,3.21956,3.35432,4.36032,-6.40112
557.624,ci,856,3.20409,3.33032,4.31441,-6.37315
557.624,ftci,856,3.22051,3.35476,4.36126,-6.40121
557.7,ci,858,3.20534,3.33074,4.31454,-6.37335
557.7,ftci,858,3.22185,3.3552,4.36207,-6.40135
557.776,ci,860,3.20657,3.33117,4.31517,-6.37355
557.776,ftci,860,3.22303,3.35563,4.36262,-6.40147
557.88,ci,862,3.20768,3.33158,4.31608,-6.37375
557.88,ftci,862,3.22396,3.35606,4.36352,-6.40163
557.96,ci,864,3.20851,3.33199,4.31682,-6.37396
557.96,ftci,864,3.22481,3.35648,4.36548,-6.40176
558.032,ci,866,3.20934,3.33239,4.3181,-6.37414
558.032,ftci,866,3.22567,3.35688,4.369,-6.40187
558.108,ci,868,3.20997,3.33277,4.31795,-6.37434
558.108,ftci,868,3.22618,3.35728,4.36936,-6.40201
558.2,ci,870,3.21121,3.33313,4.31779,-6.37454
558.2,ftci,870,3.22742,3.35765,4.36916,-6.40215
558.296,ci,872,3.212,3.33348,4.31764,-6.37472
558.296,ftci,872,3.22796,3.35801,4.36896,-6.40225
558.364,ci,874,3.21217,3.33382,4.31748,-6.37492
558.364,ftci,874,3.22796,3.35837,4.36876,-6.4024
558.448,ci,876,3.21217,3.33414,4.31733,-6.37511
558.448,ftci,876,3.22796,3.35871,4.36856,-6.40254
558.5,ci,878,3.21217,3.33446,4.31717,-6.37531
558.5,ftci,878,3.22796,3.35905,4.36837,-6.40268
558.6,ci,880,3.21217,3.33478,4.31702,-6.3755
558.6,ftci,880,3.22796,3.35939,4.36817,-6.40281
558.68,ci,882,3.21217,3.3351,4.3169,-6.37568
558.68,ftci,882,3.22796,3.35973,4.36795,-6.40292
558.768,ci,884,3.21217,3.33543,4.31682,-6.37588
558.768,ftci,884,3.22796,3.36007,4.36773,-6.40306
558.856,ci,886,3.21217,3.33575,4.31674,-6.37605
558.856,ftci,886,3.22796,3.36041,4.3675,-6.40317
558.924,ci,888,3.21217,3.33608,4.31666,-6.37622
558.924,ftci,888,3.22796,3.36075,4.36728,-6.40329
559,ci,890,3.21217,3.33641,4.31658,-6.3764
559,ftci,890,3.22796,3.36109,4.36705,-6.40341
559.1,ci,892,3.21217,3.33673,4.3165,-6.37658
559.1,ftci,892,3.22796,3.36142,4.36683,-6.40352
559.188,ci,894,3.21217,3.33704,4.31641,-6.37678
559.188,ftci,894,3.22796,3.36174,4.3666,-6.40367
559.264,ci,896,3.21217,3.33736,4.31633,-6.37696
559.264,ftci,896,3.22796,3.36207,4.36638,-6.40379
559.344,ci,898,3.21217,3.33768,4.31625,-6.37713
559.344,ftci,898,3.22796,3.3624,4.36615,-6.40388
559.416,ci,900,3.21217,3.338,4.31702,-6.37731
559.416,ftci,900,3.22796,3.36273,4.36816,-6.40402
559.5,ci,902,3.21217,3.33833,4.31841,-6.3775
