stamp_sec,method,N,MedErr,RMSE,P95,MeanLogDet
594.6,ftci,1982,3.60224,3.4887,4.60018,-6.33364
594.696,ci,1984,3.29855,3.43966,4.56402,-6.41414
594.696,ftci,1984,3.60224,3.48879,4.60014,-6.33379
594.78,ci,1986,3.29855,3.43974,4.56394,-6.4142
594.78,ftci,1986,3.60224,3.48888,4.60009,-6.33392
594.86,ci,1988,3.29855,3.43983,4.56386,-6.41424
594.86,ftci,1988,3.60224,3.48896,4.60005,-6.33403
594.928,ci,1990,3.29855,3.43992,4.56379,-6.41429
594.928,ftci,1990,3.60224,3.48905,4.6,-6.33416
595,ci,1992,3.29855,3.44001,4.56371,-6.41433
595,ftci,1992,3.60224,3.48914,4.59995,-6.33428
595.092,ci,1994,3.29855,3.44011,4.56363,-6.41438
595.092,ftci,1994,3.60224,3.48924,4.59991,-6.33442
595.176,ci,1996,3.29855,3.44021,4.56355,-6.41443
595.176,ftci,1996,3.60224,3.48934,4.59986,-6.33455
595.256,ci,1998,3.29855,3.44031,4.56347,-6.41447
595.256,ftci,1998,3.60224,3.48944,4.59982,-6.33466
595.32,ci,2000,3.29855,3.44042,4.56339,-6.41452
595.32,ftci,2000,3.60224,3.48955,4.59977,-6.33479
595.4,ci,2002,3.29855,3.44054,4.56334,-6.41456
595.4,ftci,2002,3.60224,3.48967,4.59974,-6.3349
595.488,ci,2004,3.29855,3.44068,4.56331,-6.41461
595.488,ftci,2004,3.60224,3.48981,4.60014,-6.33503
595.588,ci,2006,3.29855,3.44084,4.56394,-6.41466
595.588,ftci,2006,3.60224,3.48996,4.60032,-6.33516
595.652,ci,2008,3.29855,3.441,4.5644,-6.4147
595.652,ftci,2008,3.60224,3.49012,4.60046,-6.33527
595.708,ci,2010,3.29855,3.44117,4.56469,-6.41474
595.708,ftci,2010,3.60224,3.49026,4.60061,-6.33521
595.784,ci,2012,3.29855,3.44135,4.56507,-6.41474
595.784,ftci,2012,3.60224,3.49041,4.60087,-6.33518
595.816,ci,2014,3.29855,3.44154,4.56544,-6.41475
595.816,ftci,2014,3.60224,3.49056,4.60114,-6.33518
595.884,ci,2016,3.29855,3.44173,4.56572,-6.41476
595.884,ftci,2016,3.60224,3.49073,4.60136,-6.33518
595.916,ci,2018,3.29855,3.44193,4.56638,-6.41478
595.916,ftci,2018,3.60224,3.49091,4.60169,-6.3352
595.98,ci,2020,3.29855,3.44213,4.5671,-6.4148
595.98,ftci,2020,3.60224,3.49109,4.60196,-6.33522
596.012,ci,2022,3.29855,3.44234,4.56778,-6.41482
596.012,ftci,2022,3.60224,3.49128,4.60223,-6.33527
596.08,ci,2024,3.29855,3.44255,4.56857,-6.41486
596.08,ftci,2024,3.60224,3.49147,4.60245,-6.33534
596.1,ci,2026,3.29855,3.44276,4.56882,-6.41488
596.1,ftci,2026,3.60224,3.49166,4.60272,-6.3354
596.168,ci,2028,3.29855,3.44297,4.56926,-6.41491
596.168,ftci,2028,3.60224,3.49186,4.60283,-6.33548
596.22,ci,2030,3.29855,3.44319,4.5695,-6.41495
596.22,ftci,2030,3.60224,3.49207,4.60287,-6.33557
596.3,ci,2032,3.29855,3.44342,4.56956,-6.41498
596.3,ftci,2032,3.60224,3.49229,4.60309,-6.33566
596.392,ci,2034,3.29855,3.44366,4.5696,-6.41501
596.392,ftci,2034,3.60224,3.49251,4.60339,-6.33576
596.472,ci,2036,3.29855,3.4439,4.56962,-6.41505
596.472,ftci,2036,3.60224,3.49274,4.60362,-6.33586
596.552,ci,2038,3.29855,3.44416,4.56966,-6.41508
596.552,ftci,2038,3.60224,3.49299,4.60399,-6.33592
596.66,ci,2040,3.29855,3.44442,4.56968,-6.41512
596.66,ftci,2040,3.60224,3.49323,4.60401,-6.336
596.7,ci,2042,3.29855,3.44468,4.57,-6.41517
596.7,ftci,2042,3.60224,3.49349,4.60425,-6.33609
596.732,ci,2044,3.29855,3.44494,4.57004,-6.41521
596.732,ftci,2044,3.60224,3.49374,4.60458,-6.33618
596.776,ci,2046,3.29855,3.44521,4.57036,-6.41525
596.776,ftci,2046,3.60224,3.49399,4.60484,-6.33628
596.808,ci,2048,3.29855,3.44547,4.57048,-6.41529
596.808,ftci,2048,3.60224,3.49424,4.60532,-6.33638
596.872,ci,2050,3.29855,3.44573,4.5706,-6.41533
596.872,ftci,2050,3.60224,3.4945,4.60593,-6.33649
596.9,ci,2052,3.29855,3.446,4.57099,-6.41537
596.9,ftci,2052,3.60224,3.49475,4.60646,-6.33658
596.96,ci,2054,3.29855,3.44626,4.57136,-6.41541
596.96,ftci,2054,3.60224,3.495,4.60675,-6.33669
597,ci,2056,3.29855,3.44652,4.57139,-6.41545
597,ftci,2056,3.60224,3.49526,4.60684,-6.3368
597.056,ci,2058,3.29855,3.44679,4.57145,-6.41549
597.056,ftci,2058,3.60224,3.49551,4.60692,-6.33691
597.096,ci,2060,3.29855,3.44705,4.57152,-6.41554
597.096,ftci,2060,3.60224,3.49576,4.607,-6.33703
597.156,ci,2062,3.29855,3.44731,4.57198,-6.41558
597.156,ftci,2062,3.60224,3.49601,4.60707,-6.33714
597.2,ci,2064,3.29855,3.44757,4.57209,-6.41562
597.2,ftci,2064,3.60224,3.49626,4.60724,-6.33724
597.256,ci,2066,3.29855,3.44782,4.57238,-6.41566
597.256,ftci,2066,3.60224,3.4965,4.60727,-6.33736
597.3,ci,2068,3.29855,3.44806,4.57268,-6.41569
597.3,ftci,2068,3.60224,3.49674,4.60739,-6.33747
597.368,ci,2070,3.29855,3.4483,4.57289,-6.41573
597.368,ftci,2070,3.60224,3.49698,4.60746,-6.33758
597.448,ci,2072,3.29855,3.44854,4.57302,-6.41578
597.448,ftci,2072,3.60224,3.49721,4.60749,-6.33771
597.504,ci,2074,3.29855,3.44878,4.57336,-6.41582
597.504,ftci,2074,3.60224,3.49745,4.60763,-6.33782
597.6,ci,2076,3.29855,3.44902,4.57398,-6.41585
597.6,ftci,2076,3.60224,3.49768,4.60788,-6.33792
597.688,ci,2078,3.29855,3.44926,4.57433,-6.41589
597.688,ftci,2078,3.60224,3.49792,4.60802,-6.33804
597.772,ci,2080,3.29855,3.44949,4.5745,-6.41593
597.772,ftci,2080,3.60224,3.49815,4.6084,-6.33814
597.84,ci,2082,3.29855,3.44973,4.57463,-6.41598
597.84,ftci,2082,3.60224,3.49839,4.60898,-6.33827
597.9,ci,2084,3.29855,3.44997,4.57564,-6.41602
597.9,ftci,2084,3.60224,3.49862,4.60919,-6.33838
597.948,ci,2086,3.29855,3.45021,4.57609,-6.41606
597.948,ftci,2086,3.60224,3.49885,4.60948,-6.3385
597.996,ci,2088,3.29855,3.45045,4.57619,-6.41611
597.996,ftci,2088,3.60224,3.49909,4.60963,-6.33862
598.028,ci,2090,3.29855,3.4507,4.5771,-6.41614
598.028,ftci,2090,3.60224,3.49933,4.60999,-6.33873
598.092,ci,2092,3.29855,3.45094,4.57804,-6.41619
598.092,ftci,2092,3.60224,3.49957,4.61031,-6.33885
598.112,ci,2094,3.29855,3.45119,4.5783,-6.41623
598.112,ftci,2094,3.60224,3.4998,4.61051,-6.33896
598.18,ci,2096,3.29855,3.45143,4.57839,-6.41627
598.18,ftci,2096,3.60224,3.50004,4.61082,-6.33908
598.208,ci,2098,3.29855,3.45168,4.57863,-6.41631
598.208,ftci,2098,3.60224,3.50027,4.61114,-6.33919
598.296,ci,2100,3.29855,3.45192,4.57905,-6.41635
598.296,ftci,2100,3.60224,3.50051,4.61153,-6.3393
598.4,ci,2102,3.29855,3.45215,4.57933,-6.41639
598.4,ftci,2102,3.60224,3.50074,4.61168,-6.33942
598.472,ci,2104,3.29855,3.45239,4.57962,-6.41643
598.472,ftci,2104,3.60224,3.50096,4.61203,-6.33953
598.556,ci,2106,3.29855,3.45262,4.57989,-6.41646
598.556,ftci,2106,3.60224,3.50119,4.61233,-6.33963
598.62,ci,2108,3.29855,3.45286,4.58021,-6.4165
598.62,ftci,2108,3.60224,3.50141,4.61289,-6.33975
598.7,ci,2110,3.29855,3.45309,4.58049,-6.41654
598.7,ftci,2110,3.60224,3.50163,4.6134,-6.33985
598.78,ci,2112,3.29855,3.45331,4.58131,-6.41658
598.78,ftci,2112,3.60224,3.50185,4.61367,-6.33997
598.8,ci,2114,3.29855,3.45354,4.58239,-6.41662
598.8,ftci,2114,3.60224,3.50206,4.61379,-6.34008
598.852,ci,2116,3.29855,3.45376,4.58295,-6.41666
598.852,ftci,2116,3.60224,3.50227,4.6142,-6.3402
598.892,ci,2118,3.29855,3.45397,4.58328,-6.41669
598.892,ftci,2118,3.60224,3.50248,4.61523,-6.3403
598.952,ci,2120,3.29855,3.45418,4.58337,-6.41674
598.952,ftci,2120,3.60224,3.50268,4.61603,-6.34042
599,ci,2122,3.29855,3.45439,4.58359,-6.41677
599,ftci,2122,3.60224,3.50288,4.61714,-6.34052
599.088,ci,2124,3.29855,3.45458,4.58364,-6.41681
599.088,ftci,2124,3.60224,3.50307,4.61748,-6.34064
599.168,ci,2126,3.29855,3.45477,4.58387,-6.41685
599.168,ftci,2126,3.60224,3.50326,4.6176,-6.34076
599.28,ci,2128,3.29855,3.45495,4.58395,-6.41689
599.28,ftci,2128,3.60224,3.50344,4.61801,-6.34087
599.348,ci,2130,3.29855,3.45513,4.58417,-6.41694
599.348,ftci,2130,3.60224,3.50361,4.61895,-6.34098
599.4,ci,2132,3.29855,3.4553,4.58438,-6.41698
599.4,ftci,2132,3.60224,3.50377,4.61956,-6.34109
599.448,ci,2134,3.29855,3.45547,4.58451,-6.41702
599.448,ftci,2134,3.60224,3.50394,4.61972,-6.34121
599.5,ci,2136,3.29855,3.45563,4.58474,-6.41706
599.5,ftci,2136,3.60224,3.5041,4.62035,-6.34131
599.556,ci,2138,3.29855,3.45579,4.58497,-6.4171
599.556,ftci,2138,3.60224,3.50426,4.62158,-6.34144
599.62,ci,2140,3.29855,3.45595,4.58527,-6.41714
599.62,ftci,2140,3.60224,3.50441,4.62171,-6.34154
599.7,ci,2142,3.29855,3.4561,4.58528,-6.41717
599.7,ftci,2142,3.60224,3.50456,4.62211,-6.34164
599.792,ci,2144,3.29855,3.45624,4.58537,-6.41721
599.792,ftci,2144,3.60224,3.5047,4.62226,-6.34175
599.864,ci,2146,3.29855,3.45638,4.58577,-6.41725
599.864,ftci,2146,3.60224,3.50484,4.62238,-6.34186
599.908,ci,2148,3.29855,3.45652,4.58572,-6.41729
599.908,ftci,2148,3.60224,3.50497,4.62264,-6.34197
600,ci,2150,3.29855,3.45664,4.58566,-6.41732
600,ftci,2150,3.60224,3.5051,4.62278,-6.34207
600.076,ci,2152,3.29855,3.45676,4.58561,-6.41735
600.076,ftci,2152,3.60224,3.50522,4.62383,-6.34217
600.16,ci,2154,3.29855,3.45687,4.58556,-6.41739
600.16,ftci,2154,3.60224,3.50534,4.6236,-6.34228
600.22,ci,2156,3.29855,3.45698,4.58551,-6.41742
600.22,ftci,2156,3.60224,3.50545,4.62337,-6.34238
600.304,ci,2158,3.29855,3.45708,4.58546,-6.41745
600.304,ftci,2158,3.60224,3.50556,4.62315,-6.34249
600.4,ci,2160,3.29855,3.45717,4.58541,-6.41749
600.4,ftci,2160,3.60224,3.50565,4.62292,-6.34259
600.476,ci,2162,3.29855,3.45726,4.58538,-6.41752
600.476,ftci,2162,3.60224,3.50575,4.6228,-6.34269
600.54,ci,2164,3.29855,3.45734,4.58537,-6.41756
600.54,ftci,2164,3.60224,3.50583,4.6228,-6.3428
600.608,ci,2166,3.29855,3.45742,4.58536,-6.41759
600.608,ftci,2166,3.60224,3.50592,4.62279,-6.34291
600.66,ci,2168,3.29855,3.45749,4.58535,-6.41763
600.66,ftci,2168,3.60224,3.506,4.62279,-6.34301
600.704,ci,2170,3.29855,3.45757,4.58534,-6.41767
600.704,ftci,2170,3.60224,3.50608,4.62278,-6.34312
600.772,ci,2172,3.29855,3.45764,4.58532,-6.4177
600.772,ftci,2172,3.60224,3.50615,4.62278,-6.34322
600.864,ci,2174,3.29855,3.45771,4.58531,-6.41774
600.864,ftci,2174,3.60224,3.50622,4.62278,-6.34333
600.956,ci,2176,3.29855,3.45777,4.5853,-6.41778
600.956,ftci,2176,3.60224,3.50629,4.62277,-6.34343
601.032,ci,2178,3.29855,3.45783,4.58529,-6.41782
601.032,ftci,2178,3.60224,3.50636,4.62277,-6.34354
601.092,ci,2180,3.29855,3.45789,4.58528,-6.41786
601.092,ftci,2180,3.60224,3.50642,4.62276,-6.34364
601.152,ci,2182,3.29855,3.45794,4.58528,-6.41789
601.152,ftci,2182,3.60224,3.50647,4.62275,-6.34374
601.2,ci,2184,3.29855,3.458,4.58527,-6.41793
601.2,ftci,2184,3.60224,3.50653,4.62271,-6.34385
601.264,ci,2186,3.29855,3.45805,4.58527,-6.41797
601.264,ftci,2186,3.60224,3.50659,4.62268,-6.34396
601.3,ci,2188,3.29855,3.4581,4.58527,-6.41801
601.3,ftci,2188,3.60224,3.50664,4.62264,-6.34407
601.36,ci,2190,3.29855,3.45815,4.58527,-6.41805
601.36,ftci,2190,3.60224,3.5067,4.62261,-6.34418
601.4,ci,2192,3.29855,3.4582,4.58527,-6.41808
601.4,ftci,2192,3.60224,3.50675,4.62257,-6.34427
601.46,ci,2194,3.29855,3.45825,4.58527,-6.41812
601.46,ftci,2194,3.60224,3.5068,4.62254,-6.34438
601.492,ci,2196,3.29855,3.4583,4.58527,-6.41817
601.492,ftci,2196,3.60224,3.50685,4.6225,-6.34449
601.54,ci,2198,3.29855,3.45834,4.58527,-6.4182
601.54,ftci,2198,3.60224,3.50689,4.62247,-6.34459
601.596,ci,2200,3.29855,3.45839,4.58527,-6.41824
601.596,ftci,2200,3.60224,3.50694,4.62243,-6.34469
601.66,ci,2202,3.29855,3.45843,4.58525,-6.41828
601.66,ftci,2202,3.60224,3.50698,4.62241,-6.3448
601.7,ci,2204,3.29855,3.45847,4.58521,-6.41832
601.7,ftci,2204,3.60224,3.50702,4.6224,-6.34491
601.756,ci,2206,3.29855,3.4585,4.58518,-6.41836
601.756,ftci,2206,3.60224,3.50706,4.62238,-6.34502
601.788,ci,2208,3.29855,3.45853,4.58514,-6.4184
601.788,ftci,2208,3.60224,3.50709,4.62237,-6.34512
601.824,ci,2210,3.29855,3.45856,4.58511,-6.41843
601.824,ftci,2210,3.60224,3.50712,4.62236,-6.34522
601.884,ci,2212,3.29855,3.45858,4.58507,-6.41847
601.884,ftci,2212,3.60224,3.50715,4.62235,-6.34532
601.9,ci,2214,3.29855,3.45861,4.58504,-6.4185
601.9,ftci,2214,3.60224,3.50718,4.62233,-6.34541
601.98,ci,2216,3.29855,3.45863,4.585,-6.41853
601.98,ftci,2216,3.60224,3.5072,4.62232,-6.34551
602.024,ci,2218,3.29855,3.45865,4.58497,-6.41857
602.024,ftci,2218,3.60224,3.50723,4.62231,-6.34562
602.088,ci,2220,3.29855,3.45868,4.58493,-6.41861
602.088,ftci,2220,3.60224,3.50725,4.62229,-6.34573
602.1,ci,2222,3.29855,3.4587,4.58491,-6.41866
602.1,ftci,2222,3.60224,3.50728,4.62229,-6.34583
602.164,ci,2224,3.29855,3.45873,4.58488,-6.4187
602.164,ftci,2224,3.60224,3.50731,4.62228,-6.34594
602.2,ci,2226,3.29855,3.45876,4.58486,-6.41873
602.2,ftci,2226,3.60224,3.50734,4.62228,-6.34603
602.252,ci,2228,3.29855,3.45878,4.58484,-6.41877
602.252,ftci,2228,3.60224,3.50737,4.62228,-6.34613
602.3,ci,2230,3.29855,3.45881,4.58481,-6.4188
602.3,ftci,2230,3.60224,3.5074,4.62228,-6.34623
602.352,ci,2232,3.29855,3.45884,4.58479,-6.41883
602.352,ftci,2232,3.60224,3.50743,4.62227,-6.34633
602.4,ci,2234,3.29855,3.45887,4.58477,-6.41886
602.4,ftci,2234,3.60224,3.50746,4.62227,-6.34642
602.452,ci,2236,3.29855,3.45889,4.58474,-6.41888
602.452,ftci,2236,3.60224,3.50749,4.62227,-6.34651
602.5,ci,2238,3.29855,3.45892,4.58472,-6.41889
602.5,ftci,2238,3.60224,3.50751,4.62227,-6.34657
602.52,ci,2240,3.29855,3.45896,4.5847,-6.4189
602.52,ftci,2240,3.60224,3.50752,4.62226,-6.34663
602.584,ci,2242,3.29855,3.45899,4.58467,-6.4189
602.584,ftci,2242,3.60224,3.50754,4.62226,-6.34669
602.624,ci,2244,3.29855,3.45902,4.58464,-6.4189
602.624,ftci,2244,3.60224,3.50755,4.62224,-6.34675
602.68,ci,2246,3.29855,3.45905,4.58462,-6.4189
602.68,ftci,2246,3.60224,3.50757,4.62223,-6.34681
602.72,ci,2248,3.29855,3.45908,4.58459,-6.4189
602.72,ftci,2248,3.60224,3.50758,4.62222,-6.34687
602.78,ci,2250,3.29855,3.45911,4.58456,-6.4189
602.78,ftci,2250,3.60224,3.5076,4.6222,-6.34693
602.812,ci,2252,3.29855,3.45916,4.58454,-6.41877
602.812,ftci,2252,3.60224,3.50756,4.62219,-6.34685
602.892,ci,2254,3.29855,3.45922,4.58451,-6.41863
602.892,ftci,2254,3.60224,3.50753,4.62218,-6.34676
602.944,ci,2256,3.29855,3.45928,4.58448,-6.41851
602.944,ftci,2256,3.60224,3.50751,4.62216,-6.3467
603,ci,2258,3.29855,3.45933,4.58446,-6.41841
603,ftci,2258,3.60224,3.5075,4.62215,-6.34664
603.044,ci,2260,3.29855,3.45939,4.58443,-6.41836
603.044,ftci,2260,3.60224,3.50751,4.62214,-6.34662
603.08,ci,2262,3.29855,3.45944,4.58441,-6.41832
603.08,ftci,2262,3.60224,3.50752,4.62211,-6.34661
603.108,ci,2264,3.29855,3.45949,4.58441,-6.41829
603.108,ftci,2264,3.60224,3.50754,4.62206,-6.3466
603.176,ci,2266,3.29855,3.45954,4.5844,-6.41828
603.176,ftci,2266,3.60224,3.50757,4.62202,-6.34662
603.208,ci,2268,3.29855,3.4596,4.58439,-6.41827
603.208,ftci,2268,3.60224,3.5076,4.62197,-6.34665
603.244,ci,2270,3.29855,3.45965,4.58439,-6.41828
603.244,ftci,2270,3.60224,3.50765,4.62193,-6.34669
603.3,ci,2272,3.29855,3.45971,4.58438,-6.41828
603.3,ftci,2272,3.60224,3.50769,4.62189,-6.34673
603.32,ci,2274,3.29855,3.45977,4.58438,-6.4183
603.32,ftci,2274,3.60224,3.50774,4.62184,-6.34679
603.384,ci,2276,3.29855,3.45983,4.58437,-6.41831
603.384,ftci,2276,3.60224,3.5078,4.6218,-6.34685
603.424,ci,2278,3.29855,3.45989,4.58437,-6.41833
603.424,ftci,2278,3.60224,3.50786,4.62175,-6.34691
603.492,ci,2280,3.29855,3.45996,4.58436,-6.41835
603.492,ftci,2280,3.60224,3.50793,4.62171,-6.34699
603.52,ci,2282,3.29855,3.46002,4.58434,-6.41838
603.52,ftci,2282,3.60224,3.50799,4.62168,-6.34706
603.572,ci,2284,3.29855,3.46009,4.5843,-6.41841
603.572,ftci,2284,3.60224,3.50806,4.62167,-6.34715
603.6,ci,2286,3.29855,3.46015,4.58426,-6.41844
603.6,ftci,2286,3.60224,3.50813,4.62165,-6.34724
603.64,ci,2288,3.29855,3.46023,4.58422,-6.41846
603.64,ftci,2288,3.60224,3.50821,4.62164,-6.34732
603.672,ci,2290,3.29855,3.4603,4.58417,-6.41849
603.672,ftci,2290,3.60224,3.50829,4.62163,-6.34741
603.696,ci,2292,3.29855,3.46038,4.58413,-6.41853
603.696,ftci,2292,3.60224,3.50837,4.62162,-6.34751
603.736,ci,2294,3.29855,3.46045,4.58409,-6.41856
603.736,ftci,2294,3.60224,3.50845,4.62161,-6.34759
603.772,ci,2296,3.29855,3.46053,4.58405,-6.41858
603.772,ftci,2296,3.60224,3.50853,4.62159,-6.34768
603.804,ci,2298,3.29855,3.46062,4.58401,-6.41861
603.804,ftci,2298,3.60224,3.50862,4.62158,-6.34777
603.86,ci,2300,3.29855,3.4607,4.58397,-6.41864
603.86,ftci,2300,3.60224,3.50871,4.62157,-6.34786
603.912,ci,2302,3.29855,3.46079,4.58395,-6.41867
603.912,ftci,2302,3.60224,3.5088,4.6215,-6.34794
603.968,ci,2304,3.29855,3.46089,4.58395,-6.4186
603.968,ftci,2304,3.60224,3.50884,4.62139,-6.34792
604.052,ci,2306,3.29855,3.46101,4.58395,-6.41853
604.052,ftci,2306,3.60224,3.50889,4.62127,-6.34792
604.124,ci,2308,3.29855,3.46112,4.58395,-6.41847
604.124,ftci,2308,3.60224,3.50895,4.62116,-6.34792
604.188,ci,2310,3.29855,3.46124,4.58395,-6.41844
604.188,ftci,2310,3.60224,3.50903,4.62104,-6.34794
604.288,ci,2312,3.29855,3.46136,4.58395,-6.41843
604.288,ftci,2312,3.60224,3.50912,4.62092,-6.34797
604.364,ci,2314,3.29855,3.46148,4.58395,-6.41842
604.364,ftci,2314,3.60224,3.50922,4.62081,-6.34801
604.44,ci,2316,3.29855,3.46161,4.58405,-6.41844
604.44,ftci,2316,3.60224,3.50933,4.62159,-6.34808
604.5,ci,2318,3.29855,3.46174,4.58437,-6.41845
604.5,ftci,2318,3.60224,3.50945,4.62175,-6.34815
604.596,ci,2320,3.29855,3.46188,4.58443,-6.41848
604.596,ftci,2320,3.60224,3.50958,4.62214,-6.34824
604.668,ci,2322,3.29855,3.46202,4.58467,-6.41851
604.668,ftci,2322,3.60224,3.50971,4.62226,-6.34833
604.748,ci,2324,3.29855,3.46217,4.58488,-6.41853
604.748,ftci,2324,3.60224,3.50984,4.62228,-6.34841
604.82,ci,2326,3.29855,3.46231,4.58502,-6.41856
604.82,ftci,2326,3.60224,3.50998,4.62238,-6.3485
604.9,ci,2328,3.29855,3.46247,4.58519,-6.41859
604.9,ftci,2328,3.60224,3.51012,4.62264,-6.34859
604.992,ci,2330,3.29855,3.46263,4.58527,-6.41863
604.992,ftci,2330,3.60224,3.51028,4.62278,-6.34869
605.08,ci,2332,3.29855,3.46281,4.58532,-6.41867
605.08,ftci,2332,3.60224,3.51044,4.62383,-6.34878
605.188,ci,2334,3.29855,3.46298,4.58556,-6.4187
605.188,ftci,2334,3.60224,3.5106,4.62569,-6.34887
605.26,ci,2336,3.29855,3.46316,4.58609,-6.41873
605.26,ftci,2336,3.60224,3.51076,4.62684,-6.34896
605.324,ci,2338,3.29855,3.46334,4.5867,-6.41876
605.324,ftci,2338,3.60224,3.51092,4.6272,-6.34905
605.4,ci,2340,3.29855,3.46352,4.58687,-6.4188
605.4,ftci,2340,3.60224,3.51108,4.62859,-6.34915
605.488,ci,2342,3.29855,3.4637,4.58689,-6.41883
605.488,ftci,2342,3.60224,3.51124,4.63062,-6.34925
605.564,ci,2344,3.29855,3.46388,4.58699,-6.41887
605.564,ftci,2344,3.60224,3.5114,4.63149,-6.34934
605.62,ci,2346,3.29855,3.46406,4.58844,-6.4189
605.62,ftci,2346,3.60224,3.51157,4.63274,-6.34943
605.7,ci,2348,3.29855,3.46424,4.5901,-6.41894
605.7,ftci,2348,3.60224,3.51173,4.63321,-6.34952
605.8,ci,2350,3.29855,3.46442,4.59204,-6.41897
605.8,ftci,2350,3.60224,3.51189,4.63389,-6.34961
605.884,ci,2352,3.29855,3.4646,4.59319,-6.419
605.884,ftci,2352,3.60224,3.51205,4.6348,-6.34971
605.956,ci,2354,3.29855,3.46478,4.59406,-6.41904
605.956,ftci,2354,3.60224,3.51221,4.63628,-6.3498
606.032,ci,2356,3.29855,3.46496,4.59552,-6.41907
606.032,ftci,2356,3.60224,3.51237,4.63918,-6.34989
606.116,ci,2358,3.29855,3.46513,4.59607,-6.41911
606.116,ftci,2358,3.60224,3.51254,4.64237,-6.34998
606.2,ci,2360,3.29855,3.46531,4.59835,-6.41914
606.2,ftci,2360,3.60224,3.5127,4.64248,-6.35007
606.276,ci,2362,3.29855,3.46549,4.59841,-6.41917
606.276,ftci,2362,3.60224,3.51286,4.64445,-6.35016
606.376,ci,2364,3.29855,3.46567,4.60079,-6.4192
606.376,ftci,2364,3.60224,3.51303,4.64496,-6.35025
606.476,ci,2366,3.29855,3.46585,4.60128,-6.41924
606.476,ftci,2366,3.60224,3.51319,4.64578,-6.35033
606.556,ci,2368,3.29855,3.46603,4.60195,-6.41927
606.556,ftci,2368,3.60224,3.51335,4.64736,-6.35042
606.628,ci,2370,3.29855,3.4662,4.60307,-6.41931
606.628,ftci,2370,3.60224,3.51352,4.64868,-6.35051
606.724,ci,2372,3.29855,3.46638,4.60395,-6.41934
606.724,ftci,2372,3.60224,3.51367,4.64921,-6.35059
606.804,ci,2374,3.29855,3.46655,4.60431,-6.41937
606.804,ftci,2374,3.60224,3.51383,4.64947,-6.35069
606.9,ci,2376,3.29855,3.46672,4.60446,-6.41941
606.9,ftci,2376,3.60224,3.51399,4.65062,-6.35078
606.964,ci,2378,3.29855,3.46689,4.60463,-6.41944
606.964,ftci,2378,3.60224,3.51415,4.65285,-6.35088
607.036,ci,2380,3.29855,3.46706,4.60505,-6.41948
607.036,ftci,2380,3.60224,3.51431,4.65299,-6.35097
607.108,ci,2382,3.29855,3.46723,4.60569,-6.41951
607.108,ftci,2382,3.60224,3.51447,4.65303,-6.35106
607.184,ci,2384,3.29855,3.4674,4.60576,-6.41955
607.184,ftci,2384,3.60224,3.51462,4.65515,-6.35115
607.236,ci,2386,3.29855,3.46757,4.60609,-6.41958
607.236,ftci,2386,3.60224,3.51478,4.65559,-6.35124
607.3,ci,2388,3.29855,3.46774,4.60653,-6.41961
607.3,ftci,2388,3.60224,3.51494,4.65588,-6.35132
607.352,ci,2390,3.29855,3.46791,4.60791,-6.41964
607.352,ftci,2390,3.60224,3.51509,4.6562,-6.35142
607.392,ci,2392,3.29855,3.46808,4.60993,-6.41967
607.392,ftci,2392,3.60224,3.51525,4.65678,-6.35151
607.432,ci,2394,3.29855,3.46824,4.61126,-6.41971
607.432,ftci,2394,3.60224,3.5154,4.65744,-6.3516
607.472,ci,2396,3.29855,3.4684,4.6117,-6.41974
607.472,ftci,2396,3.60224,3.51555,4.65741,-6.35169
607.532,ci,2398,3.29855,3.46856,4.6121,-6.41977
607.532,ftci,2398,3.60224,3.51569,4.65737,-6.35177
607.6,ci,2400,3.29855,3.46872,4.61204,-6.4198
607.6,ftci,2400,3.60224,3.51583,4.65733,-6.35186
607.684,ci,2402,3.29855,3.46887,4.61198,-6.41983
607.684,ftci,2402,3.60224,3.51597,4.65727,-6.35195
607.728,ci,2404,3.29855,3.46901,4.61192,-6.41986
607.728,ftci,2404,3.60224,3.5161,4.65719,-6.35204
607.8,ci,2406,3.29855,3.46916,4.61186,-6.41989
607.8,ftci,2406,3.60224,3.51623,4.6571,-6.35212
607.876,ci,2408,3.29855,3.46929,4.6118,-6.41992
607.876,ftci,2408,3.60224,3.51636,4.65702,-6.35222
607.996,ci,2410,3.29855,3.46942,4.61174,-6.41996
607.996,ftci,2410,3.60224,3.51647,4.65694,-6.35231
608.064,ci,2412,3.29855,3.46955,4.61167,-6.41999
608.064,ftci,2412,3.60224,3.51659,4.65685,-6.3524
608.1,ci,2414,3.29855,3.46968,4.61161,-6.42
608.1,ftci,2414,3.60224,3.51669,4.65677,-6.35239
608.14,ci,2416,3.29855,3.4698,4.61155,-6.42002
608.14,ftci,2416,3.60224,3.5168,4.65668,-6.35241
608.192,ci,2418,3.29855,3.46992,4.61149,-6.42003
608.192,ftci,2418,3.60224,3.5169,4.6566,-6.35244
608.244,ci,2420,3.29855,3.47004,4.61143,-6.42006
608.244,ftci,2420,3.60224,3.517,4.65652,-6.3525
608.264,ci,2422,3.29855,3.47015,4.61139,-6.42008
608.264,ftci,2422,3.60224,3.51709,4.65647,-6.35255
608.312,ci,2424,3.29855,3.47025,4.61137,-6.42011
608.312,ftci,2424,3.60224,3.51719,4.65646,-6.35261
608.356,ci,2426,3.29855,3.47036,4.61135,-6.42014
