stamp_ns,node_ns,src_drone_ns,fused_id,class_id,class_name,frame,x,y,z,cov00,cov01,cov02,cov10,cov11,cov12,cov20,cov21,cov22
123488000000,/,drone2,0,0,"container1",world,11.8864,-5.66854,0,0.0880678,0,0,0,0.0880678,0,0,0,0.202951
123488000000,/,drone2,14,1,"container2",world,13.4098,3.49475,0,0.295031,0,0,0,0.295031,0,0,0,0.753659
123596000000,/,drone2,0,0,"container1",world,11.8821,-5.65829,0,0.0882297,0,0,0,0.0882297,0,0,0,0.203239
123596000000,/,drone2,14,1,"container2",world,13.412,3.49499,0,0.271711,0,0,0,0.271711,0,0,0,0.692094
123700000000,/,drone2,0,0,"container1",world,11.8746,-5.64799,0,0.0879511,0,0,0,0.0879511,0,0,0,0.20275
123700000000,/,drone2,14,1,"container2",world,13.4103,3.48759,0,0.247261,0,0,0,0.247261,0,0,0,0.59779
123800000000,/,drone2,0,0,"container1",world,11.8618,-5.63629,0,0.0878377,0,0,0,0.0878377,0,0,0,0.202538
123800000000,/,drone2,14,1,"container2",world,13.4034,3.47623,0,0.222519,0,0,0,0.222519,0,0,0,0.527719
123900000000,/,drone2,0,0,"container1",world,11.8474,-5.62448,0,0.0878749,0,0,0,0.0878749,0,0,0,0.202607
123900000000,/,drone2,14,1,"container2",world,13.3974,3.46645,0,0.201201,0,0,0,0.201201,0,0,0,0.46945
124012000000,/,drone2,0,0,"container1",world,11.8174,-5.60599,0,0.0878802,0,0,0,0.0878802,0,0,0,0.20262
124012000000,/,drone2,14,1,"container2",world,13.3927,3.45872,0,0.18435,0,0,0,0.18435,0,0,0,0.424709
124136000000,/,drone2,0,0,"container1",world,11.7825,-5.58803,0,0.0880338,0,0,0,0.0880338,0,0,0,0.202876
124136000000,/,drone2,14,1,"container2",world,13.3704,3.43555,0,0.237826,0,0,0,0.237826,0,0,0,0.515438
124260000000,/,drone2,0,0,"container1",world,11.7438,-5.57051,0,0.0882265,0,0,0,0.0882265,0,0,0,0.203209
124260000000,/,drone2,14,1,"container2",world,13.3549,3.42578,0,0.214021,0,0,0,0.214021,0,0,0,0.480029
124384000000,/,drone2,0,0,"container1",world,11.7007,-5.55063,0,0.0883074,0,0,0,0.0883074,0,0,0,0.203351
124384000000,/,drone2,14,1,"container2",world,13.3406,3.41705,0,0.189314,0,0,0,0.189314,0,0,0,0.43861
124496000000,/,drone2,0,0,"container1",world,11.6741,-5.53787,0,0.0882163,0,0,0,0.0882163,0,0,0,0.203194
124496000000,/,drone2,14,1,"container2",world,13.3277,3.40921,0,0.16814,0,0,0,0.16814,0,0,0,0.400472
124580000000,/,drone2,0,0,"container1",world,11.6556,-5.52865,0,0.0880513,0,0,0,0.0880513,0,0,0,0.202904
124580000000,/,drone2,14,1,"container2",world,13.3163,3.40228,0,0.150384,0,0,0,0.150384,0,0,0,0.366371
124664000000,/,drone2,0,0,"container1",world,11.6102,-5.50132,0,0.0878722,0,0,0,0.0878722,0,0,0,0.202574
124664000000,/,drone2,14,1,"container2",world,13.2993,3.39101,0,0.134169,0,0,0,0.134169,0,0,0,0.329518
124700000000,/,drone2,0,0,"container1",world,11.585,-5.48277,0,0.0878787,0,0,0,0.0878787,0,0,0,0.202586
124700000000,/,drone2,14,1,"container2",world,13.279,3.38174,0,0.120495,0,0,0,0.120495,0,0,0,0.296434
124776000000,/,drone2,0,0,"container1",world,11.5727,-5.4729,0,0.0877733,0,0,0,0.0877733,0,0,0,0.202395
124776000000,/,drone2,14,1,"container2",world,13.2608,3.37436,0,0.109601,0,0,0,0.109601,0,0,0,0.269549
124800000000,/,drone2,0,0,"container1",world,11.566,-5.46624,0,0.0879805,0,0,0,0.0879805,0,0,0,0.202749
124800000000,/,drone2,14,1,"container2",world,13.2424,3.36831,0,0.101744,0,0,0,0.101744,0,0,0,0.249021
124856000000,/,drone2,0,0,"container1",world,11.5608,-5.46177,0,0.087962,0,0,0,0.087962,0,0,0,0.202711
124856000000,/,drone2,14,1,"container2",world,13.2281,3.36395,0,0.09642,0,0,0,0.09642,0,0,0,0.234839
124900000000,/,drone2,0,0,"container1",world,11.5581,-5.45908,0,0.0881908,0,0,0,0.0881908,0,0,0,0.203113
124900000000,/,drone2,14,1,"container2",world,13.214,3.3614,0,0.0932977,0,0,0,0.0932977,0,0,0,0.22551
124940000000,/,drone2,0,0,"container1",world,11.5575,-5.45827,0,0.0881718,0,0,0,0.0881718,0,0,0,0.203084
124940000000,/,drone2,14,1,"container2",world,13.2034,3.36062,0,0.0913799,0,0,0,0.0913799,0,0,0,0.219606
124972000000,/,drone2,0,0,"container1",world,11.5585,-5.45832,0,0.0880419,0,0,0,0.0880419,0,0,0,0.202857
124972000000,/,drone2,14,1,"container2",world,13.1949,3.36076,0,0.0902019,0,0,0,0.0902019,0,0,0,0.215792
125004000000,/,drone2,0,0,"container1",world,11.5608,-5.4591,0,0.0878675,0,0,0,0.0878675,0,0,0,0.202547
125004000000,/,drone2,14,1,"container2",world,13.1878,3.36135,0,0.0894564,0,0,0,0.0894564,0,0,0,0.213205
125064000000,/,drone2,0,0,"container1",world,11.5649,-5.46076,0,0.0879965,0,0,0,0.0879965,0,0,0,0.202782
125064000000,/,drone2,14,1,"container2",world,13.1793,3.36314,0,0.0892685,0,0,0,0.0892685,0,0,0,0.211591
125100000000,/,drone2,0,0,"container1",world,11.5682,-5.46241,0,0.0879409,0,0,0,0.0879409,0,0,0,0.202687
125100000000,/,drone2,14,1,"container2",world,13.1727,3.36435,0,0.0890489,0,0,0,0.0890489,0,0,0,0.210289
125140000000,/,drone2,0,0,"container1",world,11.5704,-5.46395,0,0.0878045,0,0,0,0.0878045,0,0,0,0.202444
125140000000,/,drone2,14,1,"container2",world,13.1672,3.36512,0,0.088827,0,0,0,0.088827,0,0,0,0.209193
125196000000,/,drone2,0,0,"container1",world,11.5718,-5.46564,0,0.0876381,0,0,0,0.0876381,0,0,0,0.20214
125196000000,/,drone2,14,1,"container2",world,13.1625,3.36538,0,0.0886159,0,0,0,0.0886159,0,0,0,0.208246
