stamp_ns,node_ns,src_drone_ns,src_track_id,class_id,class_name,associated_track_id,is_new_track,mahalanobis_d2,association_threshold,pre_x,pre_y,pre_z,meas_x,meas_y,meas_z,post_x,post_y,post_z,pre_cov_det,meas_cov_det,post_cov_det,omega_used
125464000000,/,drone2,0,0,"container1",0,0,0.000163956,8,11.5605,-5.47345,0,11.5628,-5.47827,0,11.5617,-5.47586,0,0.0015688,0.00156477,0.00156678,0.499357
125464000000,/,drone2,1,1,"container2",14,0,0.0011558,8,13.1165,3.34991,0,13.1032,3.34466,0,13.1099,3.34729,0,0.00162948,0.00162071,0.0016251,0.498651
125504000000,/,drone2,0,0,"container1",0,0,0.000208725,8,11.5617,-5.47586,0,11.5659,-5.48016,0,11.5638,-5.47801,0,0.00156678,0.001554,0.0015604,0.497952
125504000000,/,drone2,1,1,"container2",14,0,0.000837088,8,13.1099,3.34729,0,13.0986,3.34268,0,13.1043,3.34499,0,0.0016251,0.00160763,0.00161638,0.497297
125560000000,/,drone2,0,0,"container1",0,0,0.000123445,8,11.5638,-5.47801,0,11.5684,-5.47828,0,11.5661,-5.47814,0,0.0015604,0.00154424,0.00155233,0.497396
125560000000,/,drone2,1,1,"container2",14,0,0.000689505,8,13.1043,3.34499,0,13.0941,3.3407,0,13.0992,3.34285,0,0.00161638,0.0015956,0.00160601,0.496765
125600000000,/,drone2,0,0,"container1",0,0,0.000470831,8,11.5661,-5.47814,0,11.5734,-5.47268,0,11.5697,-5.4754,0,0.00155233,0.00156744,0.0015599,0.502422
125600000000,/,drone2,1,1,"container2",14,0,0.000847978,8,13.0992,3.34285,0,13.0882,3.33756,0,13.0937,3.3402,0,0.00160601,0.00161582,0.00161092,0.501522
125632000000,/,drone2,0,0,"container1",0,0,0.000257851,8,11.5697,-5.4754,0,11.5765,-5.47517,0,11.5731,-5.47529,0,0.0015599,0.00155653,0.00155822,0.499459
125632000000,/,drone2,1,1,"container2",14,0,0.000501164,8,13.0937,3.3402,0,13.0855,3.33549,0,13.0896,3.33785,0,0.00161092,0.00160256,0.00160674,0.4987
125688000000,/,drone2,0,0,"container1",0,0,0.000152918,8,11.5731,-5.47529,0,11.5783,-5.47578,0,11.5757,-5.47554,0,0.00155822,0.00159095,0.00157464,0.505197
125688000000,/,drone2,1,1,"container2",14,0,0.000309284,8,13.0896,3.33785,0,13.0836,3.33355,0,13.0866,3.33569,0,0.00160674,0.00163613,0.00162148,0.50453
125716000000,/,drone2,0,0,"container1",0,0,0.000323821,8,11.5757,-5.47554,0,11.5821,-5.47947,0,11.5789,-5.4775,0,0.00157464,0.00156598,0.00157031,0.498621
125716000000,/,drone2,1,1,"container2",14,0,0.000337876,8,13.0866,3.33569,0,13.0808,3.3305,0,13.0837,3.3331,0,0.00162148,0.00160638,0.00161394,0.497661
125764000000,/,drone2,0,0,"container1",0,0,0.000333584,8,11.5789,-5.4775,0,11.5848,-5.48245,0,11.5818,-5.47997,0,0.00157031,0.00155513,0.00156273,0.497572
125764000000,/,drone2,1,1,"container2",14,0,0.000199526,8,13.0837,3.3331,0,13.0797,3.3287,0,13.0817,3.33091,0,0.00161394,0.00159329,0.00160364,0.49678
125808000000,/,drone2,0,0,"container1",0,0,0.000163482,8,11.5818,-5.47997,0,11.5856,-5.48376,0,11.5837,-5.48187,0,0.00156273,0.00158958,0.00157619,0.504258
125808000000,/,drone2,1,1,"container2",14,0,0.000164634,8,13.0817,3.33091,0,13.0782,3.32684,0,13.0799,3.32886,0,0.00160364,0.00162671,0.0016152,0.503571
125864000000,/,drone2,0,0,"container1",0,0,0.000218741,8,11.5837,-5.48187,0,11.5877,-5.48663,0,11.5857,-5.48425,0,0.00157619,0.00156477,0.00157049,0.498181
125864000000,/,drone2,1,1,"container2",14,0,0.000180033,8,13.0799,3.32886,0,13.0774,3.32381,0,13.0787,3.32634,0,0.0016152,0.00159749,0.00160636,0.497243
125896000000,/,drone2,0,0,"container1",0,0,0.000220849,8,11.5857,-5.48425,0,11.5893,-5.48932,0,11.5875,-5.48678,0,0.00157049,0.001554,0.00156226,0.497362
125896000000,/,drone2,1,1,"container2",14,0,9.46252e-05,8,13.0787,3.32634,0,13.0776,3.32242,0,13.0781,3.32439,0,0.00160636,0.00158468,0.00159554,0.496603
125904000000,/,drone2,0,0,"container1",0,0,0.000220177,8,11.5875,-5.48678,0,11.5895,-5.49269,0,11.5885,-5.48974,0,0.00156226,0.0015756,0.00156894,0.502126
125904000000,/,drone2,1,1,"container2",14,0,9.38233e-05,8,13.0781,3.32439,0,13.0794,3.32053,0,13.0788,3.32246,0,0.00159554,0.00160322,0.00159939,0.5012
125972000000,/,drone2,0,0,"container1",0,0,5.47027e-05,8,11.5885,-5.48974,0,11.5895,-5.49269,0,11.589,-5.49122,0,0.00156894,0.0015756,0.00157227,0.501059
125972000000,/,drone2,1,1,"container2",14,0,2.33755e-05,8,13.0788,3.32246,0,13.0794,3.32053,0,13.0791,3.3215,0,0.00159939,0.00160322,0.0016013,0.500599
126000000000,/,drone2,0,0,"container1",0,0,0.000169095,8,11.589,-5.49122,0,11.5865,-5.49606,0,11.5877,-5.49363,0,0.00157227,0.00155316,0.00156273,0.496942
126000000000,/,drone2,1,1,"container2",14,0,6.10782e-05,8,13.0791,3.3215,0,13.0807,3.31865,0,13.0799,3.32008,0,0.0016013,0.00157714,0.00158925,0.496198
126064000000,/,drone2,0,0,"container1",0,0,0.000188396,8,11.5877,-5.49363,0,11.5829,-5.49669,0,11.5853,-5.49515,0,0.00156273,0.00154346,0.00155312,0.496898
126064000000,/,drone2,1,1,"container2",14,0,4.31114e-05,8,13.0799,3.32008,0,13.0807,3.31743,0,13.0803,3.31876,0,0.00158925,0.00156578,0.00157755,0.496281
126096000000,/,drone2,0,0,"container1",0,0,0.000145398,8,11.5853,-5.49515,0,11.5809,-5.49764,0,11.5831,-5.4964,0,0.00155312,0.0015787,0.00156594,0.504084
126096000000,/,drone2,1,1,"container2",14,0,3.95887e-05,8,13.0803,3.31876,0,13.0802,3.31612,0,13.0802,3.31744,0,0.00157755,0.00160007,0.00158883,0.503544
