epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,1027.07,0.32286,0.21755,0.85545,0.99022,0.99873,0.995,0.96232,0.31047,0.17433,0.67724,0.000695242,0.000695242,0.000695242
191,1032.35,0.30244,0.21281,0.85922,0.99688,0.99466,0.995,0.97136,0.3042,0.17148,0.67593,0.000693042,0.000693042,0.000693042
192,1037.62,0.31414,0.22008,0.86402,0.99558,0.99409,0.995,0.96934,0.31791,0.17058,0.67804,0.000690842,0.000690842,0.000690842
193,1043.04,0.29927,0.20785,0.87719,0.99597,0.99465,0.995,0.96962,0.29394,0.16165,0.67068,0.000688642,0.000688642,0.000688642
194,1048.52,0.29869,0.21906,0.86307,0.99694,0.99475,0.995,0.96886,0.28974,0.16433,0.66806,0.000686442,0.000686442,0.000686442
195,1053.93,0.2987,0.20308,0.8583,0.98956,0.99865,0.995,0.97101,0.29571,0.16454,0.67071,0.000684243,0.000684243,0.000684243
196,1059.2,0.29286,0.19844,0.85729,0.99721,0.99098,0.995,0.97398,0.29176,0.15929,0.66941,0.000682043,0.000682043,0.000682043
197,1064.63,0.30774,0.21288,0.86941,0.99367,0.99537,0.995,0.96103,0.30686,0.16792,0.6746,0.000679843,0.000679843,0.000679843
198,1070.08,0.31307,0.20644,0.86132,0.98741,0.99856,0.995,0.96473,0.30673,0.16749,0.67361,0.000677643,0.000677643,0.000677643
199,1075.5,0.31453,0.21008,0.85834,0.99206,0.99407,0.995,0.9743,0.29408,0.16315,0.67204,0.000675444,0.000675444,0.000675444
200,1080.85,0.30418,0.20803,0.86172,0.99437,0.993,0.995,0.96629,0.30697,0.16496,0.67125,0.000673244,0.000673244,0.000673244
201,1086.24,0.31063,0.20944,0.86034,0.98539,0.99862,0.995,0.97439,0.30668,0.16992,0.67355,0.000671044,0.000671044,0.000671044
202,1091.7,0.30622,0.21172,0.87044,0.99215,0.99529,0.995,0.96882,0.30339,0.17084,0.67243,0.000668844,0.000668844,0.000668844
203,1097.14,0.29308,0.19835,0.86512,0.99568,0.9947,0.995,0.97484,0.29758,0.15912,0.66945,0.000666644,0.000666644,0.000666644
204,1102.48,0.37273,0.34865,0.89403,0.99549,0.99477,0.995,0.97103,0.30326,0.16585,0.67253,0.000664445,0.000664445,0.000664445
205,1107.92,0.31766,0.21763,0.85786,0.99625,0.99433,0.995,0.96737,0.30341,0.17124,0.67394,0.000662245,0.000662245,0.000662245
206,1113.43,0.31076,0.21529,0.85792,0.99762,0.9944,0.995,0.96893,0.3248,0.18002,0.6785,0.000660045,0.000660045,0.000660045
207,1118.76,0.30403,0.21197,0.86292,0.99706,0.99441,0.995,0.96949,0.30675,0.17598,0.67845,0.000657845,0.000657845,0.000657845
208,1124.26,0.31112,0.20469,0.86902,0.99712,0.99454,0.995,0.97098,0.29639,0.16815,0.66991,0.000655646,0.000655646,0.000655646
209,1129.74,0.33293,0.21978,0.8728,0.99566,0.99444,0.995,0.9678,0.29453,0.16956,0.66736,0.000653446,0.000653446,0.000653446
210,1135.17,0.31181,0.21208,0.86166,0.99205,0.99896,0.995,0.96867,0.30215,0.17043,0.67307,0.000651246,0.000651246,0.000651246
211,1140.39,0.28901,0.20826,0.86204,0.99692,1,0.995,0.96578,0.2978,0.16411,0.66817,0.000649046,0.000649046,0.000649046
212,1145.66,0.30895,0.2115,0.85556,0.99539,1,0.995,0.96667,0.29799,0.16126,0.67131,0.000646846,0.000646846,0.000646846
213,1150.82,0.29942,0.21542,0.86603,0.99778,0.99543,0.995,0.96179,0.31183,0.17721,0.67261,0.000644647,0.000644647,0.000644647
214,1156.29,0.30658,0.25186,0.8535,0.99739,0.99537,0.995,0.95933,0.30426,0.17304,0.67469,0.000642447,0.000642447,0.000642447
215,1161.81,0.31184,0.22917,0.86014,0.99725,0.99541,0.995,0.96418,0.30761,0.17214,0.67457,0.000640247,0.000640247,0.000640247
216,1167.24,0.3079,0.22684,0.86222,0.99712,0.99524,0.995,0.96371,0.30121,0.16278,0.67255,0.000638047,0.000638047,0.000638047
217,1172.65,0.30342,0.20559,0.86786,0.99311,0.99891,0.995,0.96283,0.29668,0.16074,0.67333,0.000635848,0.000635848,0.000635848
218,1177.97,0.31029,0.20587,0.85942,0.99353,1,0.995,0.966,0.30406,0.16778,0.67846,0.000633648,0.000633648,0.000633648
219,1183.33,0.31016,0.20503,0.85585,0.99325,0.99882,0.995,0.96581,0.2972,0.16624,0.66965,0.000631448,0.000631448,0.000631448
220,1188.71,0.3101,0.21131,0.86524,0.99546,0.99902,0.995,0.96357,0.30584,0.16322,0.67233,0.000629248,0.000629248,0.000629248
221,1194.12,0.30451,0.20679,0.86429,0.99299,1,0.995,0.96591,0.30991,0.17011,0.67491,0.000627048,0.000627048,0.000627048
222,1199.54,0.30123,0.21067,0.86103,0.99157,1,0.995,0.96271,0.31311,0.17165,0.67509,0.000624849,0.000624849,0.000624849
223,1204.86,0.30244,0.21847,0.85787,0.99256,1,0.995,0.968,0.31013,0.17166,0.67723,0.000622649,0.000622649,0.000622649
224,1210.04,0.29495,0.20188,0.85199,0.9965,0.99525,0.995,0.96804,0.2998,0.16215,0.67336,0.000620449,0.000620449,0.000620449
225,1215.32,0.3142,0.20673,0.87784,0.99842,0.98946,0.995,0.96492,0.30302,0.16006,0.67646,0.000618249,0.000618249,0.000618249
226,1220.78,0.30088,0.21093,0.85691,0.99822,0.98934,0.995,0.96821,0.30142,0.16732,0.6783,0.000616049,0.000616049,0.000616049
227,1226.22,0.29541,0.20435,0.86098,0.99823,0.98927,0.995,0.96475,0.30673,0.17703,0.67568,0.00061385,0.00061385,0.00061385
228,1231.56,0.28631,0.19733,0.85618,0.98994,1,0.995,0.96999,0.29488,0.1578,0.66781,0.00061165,0.00061165,0.00061165
229,1236.91,0.30843,0.20289,0.85615,0.99355,1,0.995,0.96897,0.29886,0.16507,0.67122,0.00060945,0.00060945,0.00060945
230,1242.28,0.30786,0.21035,0.85113,0.99094,0.99868,0.995,0.96772,0.30425,0.16641,0.6755,0.00060725,0.00060725,0.00060725
231,1247.87,0.29586,0.20119,0.86702,0.99111,1,0.995,0.96546,0.30562,0.1691,0.67633,0.000605051,0.000605051,0.000605051
232,1253.66,0.30303,0.21367,0.86521,0.99131,1,0.995,0.96721,0.29889,0.16128,0.67525,0.000602851,0.000602851,0.000602851
233,1259.03,0.29989,0.21119,0.85653,0.99369,0.99983,0.995,0.96734,0.30758,0.16908,0.67774,0.000600651,0.000600651,0.000600651
234,1264.37,0.29596,0.19951,0.86412,0.9939,0.99865,0.995,0.96955,0.30778,0.16879,0.67984,0.000598451,0.000598451,0.000598451
235,1269.75,0.29034,0.19514,0.85512,0.99628,0.99556,0.995,0.97231,0.28992,0.15948,0.66924,0.000596251,0.000596251,0.000596251
236,1274.88,0.30193,0.20288,0.85739,0.99643,0.99505,0.995,0.96975,0.30085,0.1623,0.6702,0.000594052,0.000594052,0.000594052
237,1280.16,0.29899,0.2406,0.85715,0.9959,0.99437,0.995,0.96964,0.30511,0.16398,0.67163,0.000591852,0.000591852,0.000591852
238,1285.43,0.29919,0.20411,0.85643,0.99759,0.98928,0.995,0.97124,0.29313,0.16332,0.67181,0.000589652,0.000589652,0.000589652
239,1290.81,0.30265,0.20932,0.85856,0.99823,0.98991,0.995,0.97347,0.29435,0.15589,0.66987,0.000587452,0.000587452,0.000587452
240,1296.15,0.29798,0.19684,0.8589,0.99144,0.99916,0.995,0.96986,0.29278,0.15612,0.66848,0.000585253,0.000585253,0.000585253
241,1301.42,0.30575,0.20875,0.85731,0.99375,0.99964,0.995,0.97479,0.295,0.1588,0.67183,0.000583053,0.000583053,0.000583053
242,1306.79,0.30289,0.20045,0.85619,0.99276,1,0.995,0.97093,0.29874,0.15924,0.67176,0.000580853,0.000580853,0.000580853
243,1312.15,0.303,0.20625,0.8598,0.99637,1,0.995,0.97141,0.30012,0.15968,0.66886,0.000578653,0.000578653,0.000578653
244,1317.34,0.28649,0.2024,0.84756,0.99548,1,0.995,0.96566,0.31277,0.16211,0.67388,0.000576453,0.000576453,0.000576453
245,1322.63,0.30595,0.20549,0.86031,0.99501,1,0.995,0.96634,0.30549,0.15865,0.6729,0.000574254,0.000574254,0.000574254
246,1327.92,0.30062,0.20257,0.86498,0.99098,0.99983,0.995,0.96913,0.28975,0.15542,0.66759,0.000572054,0.000572054,0.000572054
247,1333.41,0.30092,0.19974,0.85509,0.9941,1,0.995,0.96625,0.30158,0.16672,0.67038,0.000569854,0.000569854,0.000569854
248,1338.92,0.29732,0.21832,0.86456,0.99519,1,0.995,0.96984,0.30469,0.16303,0.67205,0.000567654,0.000567654,0.000567654
249,1344.63,0.27942,0.18754,0.85168,0.99319,1,0.995,0.97275,0.30232,0.15269,0.67228,0.000565455,0.000565455,0.000565455
250,1350.21,0.29554,0.19673,0.86655,0.99379,1,0.995,0.97655,0.29673,0.16008,0.67042,0.000563255,0.000563255,0.000563255
251,1356.37,0.3041,0.21077,0.86046,0.99589,0.99924,0.995,0.97358,0.30469,0.15967,0.67162,0.000561055,0.000561055,0.000561055
252,1362.08,0.29722,0.21029,0.85781,0.99235,0.99787,0.995,0.96998,0.30282,0.16873,0.66959,0.000558855,0.000558855,0.000558855
253,1368.14,0.31807,0.21211,0.86304,0.99293,1,0.995,0.96984,0.29829,0.17096,0.66904,0.000556655,0.000556655,0.000556655
254,1373.84,0.29427,0.19593,0.85291,0.99481,1,0.995,0.96995,0.30099,0.16978,0.6731,0.000554456,0.000554456,0.000554456
255,1379.5,0.3033,0.21094,0.85007,0.9945,0.99911,0.995,0.96687,0.30356,0.15872,0.6726,0.000552256,0.000552256,0.000552256
256,1385.29,0.29348,0.19627,0.86006,0.99466,1,0.995,0.96749,0.3021,0.16363,0.67123,0.000550056,0.000550056,0.000550056
257,1390.75,0.31242,0.20742,0.86205,0.99238,0.99899,0.995,0.96929,0.29659,0.15869,0.66795,0.000547856,0.000547856,0.000547856
258,1396.24,0.30709,0.20998,0.86164,0.99778,0.98907,0.995,0.97013,0.28918,0.15689,0.66324,0.000545657,0.000545657,0.000545657
259,1401.67,0.31993,0.21172,0.85882,0.99799,0.99539,0.995,0.96825,0.30205,0.16569,0.67036,0.000543457,0.000543457,0.000543457
260,1406.93,0.29181,0.19745,0.85919,0.99722,0.99544,0.995,0.97128,0.30176,0.16238,0.6723,0.000541257,0.000541257,0.000541257
261,1412.18,0.28975,0.19996,0.85567,0.99505,0.99886,0.995,0.96962,0.29755,0.16607,0.66979,0.000539057,0.000539057,0.000539057
262,1417.66,0.29153,0.20396,0.85642,0.99307,1,0.995,0.97205,0.29129,0.15921,0.66833,0.000536857,0.000536857,0.000536857
263,1423.1,0.28229,0.28354,0.86007,0.99182,1,0.995,0.97166,0.29467,0.15835,0.66955,0.000534658,0.000534658,0.000534658
264,1428.59,0.28942,0.19557,0.85704,0.99439,0.99883,0.995,0.97248,0.29872,0.15992,0.67168,0.000532458,0.000532458,0.000532458
265,1434.02,0.29767,0.19965,0.85705,0.99347,0.99859,0.995,0.97113,0.29604,0.1617,0.67277,0.000530258,0.000530258,0.000530258
266,1439.52,0.29923,0.20566,0.85771,0.99124,0.99956,0.995,0.97347,0.30107,0.16336,0.6737,0.000528058,0.000528058,0.000528058
267,1445.04,0.28099,0.19243,0.84945,0.99063,1,0.995,0.96897,0.30349,0.1631,0.67227,0.000525859,0.000525859,0.000525859
268,1450.35,0.30087,0.20538,0.85832,0.99275,1,0.995,0.97244,0.30388,0.16249,0.67106,0.000523659,0.000523659,0.000523659
269,1455.58,0.29476,0.1984,0.85928,0.99407,0.99891,0.995,0.97073,0.29625,0.15823,0.66939,0.000521459,0.000521459,0.000521459
270,1461.03,0.29627,0.20001,0.85941,0.99241,0.99916,0.995,0.97422,0.30393,0.16266,0.67174,0.000519259,0.000519259,0.000519259
271,1466.45,0.29673,0.19856,0.86647,0.98797,1,0.995,0.97426,0.28823,0.15501,0.66681,0.000517059,0.000517059,0.000517059
272,1471.82,0.29687,0.19764,0.85274,0.99505,0.99485,0.995,0.97473,0.2967,0.16319,0.66792,0.00051486,0.00051486,0.00051486
273,1477.21,0.31054,0.20679,0.8591,0.99734,0.99493,0.995,0.96824,0.29063,0.15798,0.66704,0.00051266,0.00051266,0.00051266
274,1482.66,0.28053,0.19404,0.84522,0.99464,0.99931,0.995,0.9721,0.29081,0.15707,0.66797,0.00051046,0.00051046,0.00051046
275,1488.1,0.28818,0.18962,0.85388,0.99799,0.9955,0.995,0.97449,0.2881,0.15599,0.66552,0.00050826,0.00050826,0.00050826
276,1493.46,0.29188,0.20228,0.8554,0.99561,0.999,0.995,0.9732,0.29252,0.15982,0.66933,0.00050606,0.00050606,0.00050606
277,1498.79,0.28395,0.19251,0.86881,0.99475,0.99993,0.995,0.97051,0.29153,0.1573,0.66907,0.000503861,0.000503861,0.000503861
278,1504.21,0.27611,0.18218,0.84721,0.99298,0.99883,0.995,0.97171,0.28728,0.15385,0.6679,0.000501661,0.000501661,0.000501661
279,1509.62,0.29563,0.21589,0.8602,0.9919,0.99891,0.995,0.96945,0.28767,0.15317,0.66702,0.000499461,0.000499461,0.000499461
280,1515.14,0.27898,0.18611,0.85858,0.99431,1,0.995,0.97499,0.2966,0.15024,0.66896,0.000497261,0.000497261,0.000497261
281,1520.59,0.28594,0.19012,0.85928,0.99531,1,0.995,0.96985,0.29926,0.1551,0.67142,0.000495062,0.000495062,0.000495062
282,1526.06,0.29182,0.20797,0.86243,0.99221,0.99905,0.995,0.97076,0.30578,0.16347,0.67323,0.000492862,0.000492862,0.000492862
283,1531.49,0.29239,0.20318,0.85169,0.99127,0.9991,0.995,0.97258,0.29636,0.15754,0.67103,0.000490662,0.000490662,0.000490662
284,1536.9,0.28493,0.18605,0.84881,0.99474,0.99918,0.995,0.96829,0.30118,0.15693,0.67388,0.000488462,0.000488462,0.000488462
285,1542.35,0.29154,0.19432,0.85863,0.99466,0.99942,0.995,0.96613,0.30745,0.15814,0.67521,0.000486262,0.000486262,0.000486262
286,1547.87,0.29111,0.19351,0.8593,0.99269,0.999,0.995,0.96958,0.30023,0.15708,0.67363,0.000484063,0.000484063,0.000484063
287,1553.34,0.28764,0.18945,0.85919,0.9904,0.99895,0.995,0.96817,0.28954,0.14968,0.66693,0.000481863,0.000481863,0.000481863
288,1558.75,0.27819,0.18071,0.85464,0.99362,1,0.995,0.96702,0.29114,0.15005,0.66678,0.000479663,0.000479663,0.000479663
289,1564.11,0.2833,0.18915,0.86184,0.99596,1,0.995,0.96795,0.29165,0.15555,0.66942,0.000477463,0.000477463,0.000477463
290,1569.56,0.28023,0.18788,0.85986,0.99687,1,0.995,0.97187,0.29234,0.15228,0.66801,0.000475264,0.000475264,0.000475264
291,1575.06,0.29179,0.19054,0.85419,0.99574,0.99927,0.995,0.9706,0.29809,0.1559,0.67068,0.000473064,0.000473064,0.000473064
292,1580.56,0.28335,0.19106,0.86294,0.99463,1,0.995,0.96743,0.30774,0.15828,0.67439,0.000470864,0.000470864,0.000470864
293,1585.95,0.29636,0.19692,0.86043,0.993,1,0.995,0.97138,0.30291,0.15585,0.67077,0.000468664,0.000468664,0.000468664
294,1591.43,0.28042,0.1812,0.8487,0.99464,1,0.995,0.97201,0.29375,0.15408,0.67143,0.000466464,0.000466464,0.000466464
295,1596.92,0.28932,0.19101,0.85855,0.99501,0.99974,0.995,0.97284,0.297,0.15387,0.67383,0.000464265,0.000464265,0.000464265
296,1602.57,0.27472,0.1818,0.85737,0.99618,0.99528,0.995,0.97418,0.29799,0.15029,0.67136,0.000462065,0.000462065,0.000462065
297,1608.35,0.28614,0.20066,0.86194,0.99568,0.99509,0.995,0.96599,0.30444,0.15251,0.67345,0.000459865,0.000459865,0.000459865
298,1614.29,0.28821,0.19341,0.85919,0.99389,0.99868,0.995,0.96797,0.30611,0.14814,0.67437,0.000457665,0.000457665,0.000457665
299,1620.11,0.27553,0.19413,0.85081,0.99632,0.99956,0.995,0.97005,0.30035,0.15133,0.67084,0.000455466,0.000455466,0.000455466
300,1625.84,0.28097,0.18846,0.85828,0.99475,1,0.995,0.96788,0.29292,0.15033,0.66542,0.000453266,0.000453266,0.000453266
301,1631.63,0.28523,0.18841,0.85257,0.99514,1,0.995,0.97204,0.28848,0.14682,0.66578,0.000451066,0.000451066,0.000451066
302,1637.31,0.27431,0.18287,0.85907,0.99486,1,0.995,0.9723,0.29859,0.14808,0.67103,0.000448866,0.000448866,0.000448866
303,1642.9,0.28214,0.19457,0.85046,0.99539,1,0.995,0.96522,0.30443,0.14926,0.67162,0.000446666,0.000446666,0.000446666
304,1648.49,0.29645,0.18652,0.85539,0.99507,0.99883,0.995,0.96543,0.2954,0.15408,0.66886,0.000444467,0.000444467,0.000444467
305,1654.16,0.27908,0.18794,0.84509,0.99476,0.9987,0.995,0.97383,0.28694,0.14982,0.66536,0.000442267,0.000442267,0.000442267
306,1659.78,0.27432,0.1862,0.85958,0.99513,0.99867,0.995,0.96909,0.29117,0.15082,0.66625,0.000440067,0.000440067,0.000440067
307,1665.29,0.27876,0.18183,0.86357,0.99559,0.99877,0.995,0.97394,0.2881,0.14663,0.6644,0.000437867,0.000437867,0.000437867
308,1670.8,0.29233,0.19055,0.8535,0.99603,0.99903,0.995,0.9712,0.28828,0.15308,0.66428,0.000435668,0.000435668,0.000435668
309,1676.3,0.27405,0.18302,0.86315,0.99778,0.9956,0.995,0.96659,0.2894,0.15254,0.66613,0.000433468,0.000433468,0.000433468
310,1681.6,0.27833,0.19492,0.86698,0.99468,0.9987,0.995,0.96842,0.29697,0.15903,0.66816,0.000431268,0.000431268,0.000431268
311,1687.09,0.27935,0.18514,0.85231,0.99288,0.99925,0.995,0.96507,0.29529,0.15977,0.66906,0.000429068,0.000429068,0.000429068
312,1692.57,0.27066,0.20088,0.8484,0.99495,1,0.995,0.96984,0.29532,0.15975,0.66834,0.000426868,0.000426868,0.000426868
313,1698.07,0.27946,0.18714,0.84265,0.99327,1,0.995,0.97254,0.29225,0.15304,0.66696,0.000424669,0.000424669,0.000424669
314,1703.59,0.27851,0.18599,0.85389,0.99463,1,0.995,0.96538,0.30427,0.15814,0.67314,0.000422469,0.000422469,0.000422469
315,1709.02,0.27711,0.18243,0.85811,0.99376,1,0.995,0.9677,0.30184,0.1596,0.67049,0.000420269,0.000420269,0.000420269
316,1714.39,0.277,0.18267,0.84707,0.99685,1,0.995,0.96928,0.29792,0.15225,0.66843,0.000418069,0.000418069,0.000418069
317,1719.63,0.27834,0.18555,0.84627,0.99641,0.99955,0.995,0.97672,0.29919,0.15467,0.66826,0.00041587,0.00041587,0.00041587
318,1725.12,0.28026,0.1961,0.8473,0.99517,0.9996,0.995,0.97247,0.29354,0.14794,0.66763,0.00041367,0.00041367,0.00041367
319,1730.59,0.27585,0.18838,0.85623,0.99333,0.99923,0.995,0.9747,0.28987,0.14763,0.66453,0.00041147,0.00041147,0.00041147
320,1735.98,0.27998,0.18235,0.84688,0.99515,0.99951,0.995,0.97208,0.30051,0.15149,0.66946,0.00040927,0.00040927,0.00040927
321,1741.37,0.26835,0.17804,0.85152,0.99401,0.99926,0.995,0.97428,0.29874,0.15074,0.66907,0.00040707,0.00040707,0.00040707
322,1746.84,0.2767,0.18803,0.84124,0.99731,0.99488,0.995,0.97247,0.28605,0.15384,0.66514,0.000404871,0.000404871,0.000404871
323,1752.32,0.28442,0.18778,0.85566,0.99645,0.99498,0.995,0.97083,0.29223,0.15241,0.66809,0.000402671,0.000402671,0.000402671
324,1757.71,0.27537,0.18354,0.85985,0.99348,0.99872,0.995,0.97412,0.2896,0.15285,0.66652,0.000400471,0.000400471,0.000400471
325,1763.2,0.28249,0.18733,0.84959,0.99475,0.99944,0.995,0.97474,0.28599,0.15384,0.66477,0.000398271,0.000398271,0.000398271
326,1768.7,0.25999,0.17806,0.84694,0.99379,0.99919,0.995,0.97425,0.28866,0.15174,0.66522,0.000396071,0.000396071,0.000396071
327,1774.2,0.28324,0.19295,0.84437,0.99469,0.99995,0.995,0.9736,0.29545,0.15072,0.66885,0.000393872,0.000393872,0.000393872
328,1779.71,0.26671,0.18228,0.85248,0.99365,1,0.995,0.97086,0.30481,0.15431,0.67428,0.000391672,0.000391672,0.000391672
329,1785.15,0.26881,0.17909,0.85363,0.99216,0.99915,0.995,0.96901,0.29921,0.15164,0.67101,0.000389472,0.000389472,0.000389472
330,1790.62,0.26547,0.18517,0.84643,0.99324,1,0.995,0.97299,0.29468,0.14964,0.66809,0.000387272,0.000387272,0.000387272
331,1796.07,0.30025,0.19482,0.87631,0.99639,1,0.995,0.97139,0.29596,0.15111,0.66978,0.000385073,0.000385073,0.000385073
332,1801.57,0.27816,0.19999,0.84279,0.99685,1,0.995,0.9703,0.29558,0.14927,0.67023,0.000382873,0.000382873,0.000382873
333,1807.04,0.26419,0.17423,0.82543,0.99639,1,0.995,0.97209,0.30142,0.14802,0.67233,0.000380673,0.000380673,0.000380673
334,1812.54,0.27823,0.18169,0.85029,0.99504,0.99983,0.995,0.97153,0.30053,0.14672,0.67073,0.000378473,0.000378473,0.000378473
335,1818.04,0.27159,0.18419,0.8403,0.99364,0.9988,0.995,0.97151,0.30172,0.1487,0.67065,0.000376273,0.000376273,0.000376273
336,1823.49,0.26995,0.1785,0.85436,0.99424,0.99895,0.995,0.9724,0.2939,0.14614,0.66842,0.000374074,0.000374074,0.000374074
337,1828.77,0.26824,0.17311,0.85596,0.99422,0.99907,0.995,0.97328,0.28761,0.14515,0.66649,0.000371874,0.000371874,0.000371874
338,1834.3,0.27,0.17823,0.8547,0.99338,0.99871,0.995,0.97157,0.29364,0.15012,0.66719,0.000369674,0.000369674,0.000369674
339,1839.7,0.26226,0.17512,0.85187,0.993,0.99857,0.995,0.9735,0.29178,0.14678,0.668,0.000367474,0.000367474,0.000367474
340,1845.01,0.26586,0.17415,0.84916,0.99327,0.99876,0.995,0.97262,0.29346,0.14886,0.67044,0.000365275,0.000365275,0.000365275
341,1850.45,0.27345,0.18321,0.84064,0.99558,0.99932,0.995,0.97056,0.2934,0.14683,0.66961,0.000363075,0.000363075,0.000363075
342,1855.92,0.2657,0.17629,0.85199,0.99631,0.99961,0.995,0.97134,0.29115,0.14651,0.66648,0.000360875,0.000360875,0.000360875
343,1861.38,0.26954,0.18127,0.85403,0.99572,1,0.995,0.974,0.28995,0.14582,0.6651,0.000358675,0.000358675,0.000358675
344,1866.84,0.27089,0.19696,0.85448,0.9968,1,0.995,0.97725,0.28413,0.14565,0.66416,0.000356475,0.000356475,0.000356475
345,1872.55,0.26758,0.18197,0.84318,0.99701,1,0.995,0.97603,0.28483,0.14597,0.66369,0.000354276,0.000354276,0.000354276
346,1878.06,0.27814,0.18198,0.84811,0.99593,1,0.995,0.97561,0.29006,0.14506,0.66385,0.000352076,0.000352076,0.000352076
347,1883.61,0.27258,0.17855,0.85693,0.99475,0.99931,0.995,0.97253,0.2922,0.14821,0.66567,0.000349876,0.000349876,0.000349876
348,1889.08,0.26567,0.18447,0.84927,0.99426,0.99905,0.995,0.9716,0.29198,0.14832,0.66624,0.000347676,0.000347676,0.000347676
349,1894.4,0.26991,0.17847,0.86081,0.99677,0.9953,0.995,0.97228,0.29026,0.15066,0.66663,0.000345477,0.000345477,0.000345477
350,1899.9,0.26588,0.17505,0.84676,0.99462,0.99927,0.995,0.97214,0.29017,0.14437,0.66649,0.000343277,0.000343277,0.000343277
351,1905.41,0.26087,0.17537,0.86298,0.99366,0.99879,0.995,0.9714,0.2907,0.14634,0.66516,0.000341077,0.000341077,0.000341077
352,1910.86,0.26772,0.18569,0.85537,0.99531,0.99691,0.995,0.97273,0.28425,0.13871,0.66358,0.000338877,0.000338877,0.000338877
353,1916.32,0.298,0.1923,0.85838,0.99684,0.99525,0.995,0.97675,0.28548,0.13975,0.66342,0.000336677,0.000336677,0.000336677
354,1921.81,0.26319,0.18536,0.8539,0.99599,0.99476,0.995,0.97476,0.29309,0.14752,0.66526,0.000334478,0.000334478,0.000334478
355,1927.35,0.27386,0.1736,0.8511,0.99451,0.99469,0.995,0.96875,0.29493,0.14767,0.66604,0.000332278,0.000332278,0.000332278
356,1932.85,0.27534,0.18667,0.85343,0.99158,0.99879,0.995,0.97624,0.28911,0.14831,0.66758,0.000330078,0.000330078,0.000330078
357,1938.3,0.25767,0.17891,0.85383,0.99373,0.99939,0.995,0.97326,0.29233,0.14835,0.67015,0.000327878,0.000327878,0.000327878
358,1943.83,0.27423,0.18609,0.85137,0.9934,0.9998,0.995,0.96989,0.29199,0.14866,0.67178,0.000325679,0.000325679,0.000325679
359,1949.28,0.26579,0.17423,0.84598,0.99398,1,0.995,0.96971,0.29569,0.14454,0.67315,0.000323479,0.000323479,0.000323479
360,1954.79,0.26037,0.17693,0.84623,0.9941,0.99959,0.995,0.97222,0.29046,0.14395,0.67131,0.000321279,0.000321279,0.000321279
361,1960.27,0.26388,0.17952,0.84773,0.99385,0.99923,0.995,0.97254,0.28785,0.14,0.67012,0.000319079,0.000319079,0.000319079
362,1965.82,0.27256,0.18161,0.8499,0.99395,0.99913,0.995,0.97237,0.28633,0.14173,0.66697,0.000316879,0.000316879,0.000316879
363,1971.43,0.2501,0.16662,0.84783,0.99369,0.99904,0.995,0.97358,0.28577,0.14494,0.66605,0.00031468,0.00031468,0.00031468
364,1976.91,0.26789,0.17413,0.85837,0.99355,0.99869,0.995,0.97053,0.28448,0.1445,0.66444,0.00031248,0.00031248,0.00031248
365,1982.41,0.25636,0.17814,0.8416,0.99662,0.99513,0.995,0.97425,0.28687,0.14212,0.6667,0.00031028,0.00031028,0.00031028
366,1987.95,0.27906,0.18978,0.85056,0.99654,0.99488,0.995,0.972,0.29278,0.14728,0.66802,0.00030808,0.00030808,0.00030808
367,1993.47,0.25526,0.17333,0.86237,0.99573,0.99516,0.995,0.97564,0.2925,0.14131,0.66817,0.000305881,0.000305881,0.000305881
368,1998.99,0.26126,0.17472,0.84981,0.99244,0.99868,0.995,0.97473,0.2888,0.14765,0.66739,0.000303681,0.000303681,0.000303681
369,2004.42,0.26625,0.188,0.85226,0.99362,0.99913,0.995,0.97498,0.28883,0.14106,0.66846,0.000301481,0.000301481,0.000301481
370,2009.93,0.27034,0.17986,0.84464,0.99395,1,0.995,0.97126,0.28661,0.14193,0.66881,0.000299281,0.000299281,0.000299281
371,2015.43,0.26248,0.17336,0.85731,0.99584,0.99999,0.995,0.97136,0.29103,0.13943,0.66965,0.000297081,0.000297081,0.000297081
372,2020.68,0.2556,0.17234,0.85704,0.99567,0.99966,0.995,0.97168,0.29348,0.14148,0.67097,0.000294882,0.000294882,0.000294882
373,2025.99,0.26611,0.17219,0.84248,0.99565,0.99987,0.995,0.97336,0.29518,0.14424,0.67098,0.000292682,0.000292682,0.000292682
374,2031.4,0.25533,0.16943,0.84926,0.99319,0.99896,0.995,0.9747,0.29373,0.14208,0.66902,0.000290482,0.000290482,0.000290482
375,2036.83,0.26482,0.17855,0.84579,0.99204,0.99873,0.995,0.97365,0.28945,0.14415,0.66786,0.000288282,0.000288282,0.000288282
376,2042.26,0.25791,0.17567,0.84858,0.99568,0.99969,0.995,0.96914,0.29624,0.14403,0.67005,0.000286083,0.000286083,0.000286083
377,2047.68,0.25468,0.17556,0.84939,0.99481,0.99949,0.995,0.97078,0.29959,0.14778,0.67108,0.000283883,0.000283883,0.000283883
378,2053.14,0.25977,0.16935,0.85387,0.99533,1,0.995,0.96936,0.2936,0.14879,0.66747,0.000281683,0.000281683,0.000281683
379,2058.54,0.25494,0.18482,0.84613,0.99543,0.99985,0.995,0.97213,0.29256,0.14781,0.66797,0.000279483,0.000279483,0.000279483
