stamp,track_id,class,class_name,ns,est_x,est_y,est_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_range_est,aq_range_gt,aq_range_err
554.500000,0,3,container4,drone3,27.917039,4.043080,0.000000,container4,31.669216,4.722212,-1.775666,-3.752177,-0.679131,1.775666,4.206310,-2.097859,-0.189552,0.000000,30.311867,34.168608,-3.856741
554.536000,0,3,container4,drone3,27.913973,4.042742,0.000000,container4,31.669130,4.722256,-1.778369,-3.755157,-0.679514,1.778369,4.210171,-2.097943,-0.189513,0.000000,30.308861,34.168748,-3.859886
554.568000,0,3,container4,drone3,27.912732,4.042757,0.000000,container4,31.669043,4.722303,-1.781069,-3.756311,-0.679546,1.781069,4.212347,-2.097986,-0.189493,0.000000,30.307674,34.168848,-3.861174
554.600000,0,3,container4,drone3,27.912251,4.042933,0.000000,container4,31.669043,4.722303,-1.781069,-3.756792,-0.679370,1.781069,4.212747,-2.098029,-0.189474,0.000000,30.307263,34.168888,-3.861625
554.632000,0,3,container4,drone3,27.912207,4.043103,0.000000,container4,31.668955,4.722355,-1.783765,-3.756748,-0.679251,1.783765,4.213829,-2.098114,-0.189435,0.000000,30.307322,34.169028,-3.861706
554.668000,0,3,container4,drone3,27.912296,4.043311,0.000000,container4,31.668866,4.722409,-1.786457,-3.756570,-0.679098,1.786457,4.214786,-2.098200,-0.189397,0.000000,30.307519,34.169168,-3.861648
554.700000,0,3,container4,drone3,27.913111,4.043707,0.000000,container4,31.668685,4.722529,-1.791824,-3.755574,-0.678822,1.791824,4.216132,-2.098330,-0.189340,0.000000,30.308501,34.169407,-3.860906
554.732000,0,3,container4,drone3,27.914238,4.044163,0.000000,container4,31.668685,4.722529,-1.791824,-3.754447,-0.678366,1.791824,4.215055,-2.098330,-0.189340,0.000000,30.309681,34.169407,-3.859726
554.764000,0,3,container4,drone3,27.914985,4.044746,0.000000,container4,31.668593,4.722594,-1.794499,-3.753608,-0.677848,1.794499,4.215362,-2.098416,-0.189302,0.000000,30.310583,34.169546,-3.858964
554.800000,0,3,container4,drone3,27.915369,4.045124,0.000000,container4,31.668500,4.722663,-1.797166,-3.753131,-0.677539,1.797166,4.216024,-2.098503,-0.189265,0.000000,30.311097,34.169685,-3.858588
554.832000,0,3,container4,drone3,27.916658,4.045434,0.000000,container4,31.668500,4.722663,-1.797166,-3.751843,-0.677229,1.797166,4.214827,-2.098503,-0.189265,0.000000,30.312416,34.169685,-3.857269
554.864000,0,3,container4,drone3,27.917831,4.045746,0.000000,container4,31.668312,4.722810,-1.802476,-3.750480,-0.677064,1.802476,4.215855,-2.098634,-0.189210,0.000000,30.313744,34.169921,-3.856177
