stamp,drone,source,x,y,z,,,,,,,,,,,,,,,,
523.8,drone2,ekf,29.571638,3.73746,10.044767,,,,,,,,,,,,,,,,
523.8,drone1,ekf,29.536337,-5.264633,10.059156,,,,,,,,,,,,,,,,
523.82,drone1,raw,29.687729,-4.87963,10.157988,,,,,,,,,,,,,,,,
523.82,drone3,raw,28.790177,10.428169,10.031719,,,,,,,,,,,,,,,,
523.82,drone2,raw,29.652072,3.675027,10.045091,,,,,,,,,,,,,,,,
523.84,drone2,raw,29.652072,3.675027,10.045091,,,,,,,,,,,,,,,,
523.84,drone3,raw,28.790177,10.428169,10.031719,,,,,,,,,,,,,,,,
523.84,drone1,raw,29.688194,-4.877325,10.158133,,,,,,,,,,,,,,,,
523.852,drone2,ekf,29.566467,3.744749,10.044973,,,,,,,,,,,,,,,,
523.852,drone3,ekf,28.760502,10.449734,10.048862,,,,,,,,,,,,,,,,
523.852,drone2,ekf,29.567519,3.742497,10.045563,,,,,,,,,,,,,,,,
523.852,drone1,ekf,29.522202,-5.300125,10.046134,,,,,,,,,,,,,,,,
523.852,drone1,ekf,29.526056,-5.28558,10.050446,,,,,,,,,,,,,,,,
523.856,drone1,ekf,29.528365,-5.275518,10.053249,,,,,,,,,,,,,,,,
523.856,drone1,ekf,29.531809,-5.262566,10.057106,,,,,,,,,,,,,,,,
523.852,drone3,ekf,28.759688,10.449403,10.048873,,,,,,,,,,,,,,,,
523.856,drone3,ekf,28.759116,10.449264,10.048852,,,,,,,,,,,,,,,,
523.856,drone2,ekf,29.568048,3.74107,10.046099,,,,,,,,,,,,,,,,
523.856,drone2,ekf,29.568991,3.739061,10.046621,,,,,,,,,,,,,,,,
523.86,drone3,raw,28.790177,10.428169,10.03172,,,,,,,,,,,,,,,,
523.86,drone1,raw,29.688661,-4.875011,10.158274,,,,,,,,,,,,,,,,
523.856,drone3,ekf,28.758392,10.448966,10.048864,,,,,,,,,,,,,,,,
523.86,drone2,raw,29.652072,3.675027,10.045092,,,,,,,,,,,,,,,,
523.88,drone1,raw,29.689132,-4.872697,10.158409,,,,,,,,,,,,,,,,
523.88,drone3,raw,28.790177,10.428169,10.03172,,,,,,,,,,,,,,,,
523.88,drone2,raw,29.652072,3.675027,10.045093,,,,,,,,,,,,,,,,
523.9,drone3,raw,28.790177,10.428169,10.031721,,,,,,,,,,,,,,,,
523.9,drone3,ekf,28.759873,10.450205,10.048657,,,,,,,,,,,,,,,,
523.9,drone2,ekf,29.564411,3.744696,10.046301,,,,,,,,,,,,,,,,
523.9,drone1,raw,29.689605,-4.870389,10.158549,,,,,,,,,,,,,,,,
523.9,drone2,raw,29.652072,3.675027,10.045093,,,,,,,,,,,,,,,,
523.9,drone1,ekf,29.521028,-5.289961,10.046257,,,,,,,,,,,,,,,,
523.9,drone3,ekf,28.759086,10.44986,10.048676,,,,,,,,,,,,,,,,
523.9,drone2,ekf,29.565527,3.74246,10.046843,,,,,,,,,,,,,,,,
523.9,drone2,ekf,29.566569,3.740371,10.04735,,,,,,,,,,,,,,,,
523.9,drone2,ekf,29.567545,3.738416,10.047825,,,,,,,,,,,,,,,,
523.9,drone3,ekf,28.758352,10.449538,10.048693,,,,,,,,,,,,,,,,
523.9,drone1,ekf,29.524937,-5.275663,10.05055,,,,,,,,,,,,,,,,
523.9,drone1,ekf,29.528589,-5.262309,10.054567,,,,,,,,,,,,,,,,
523.9,drone1,ekf,29.532007,-5.249809,10.058334,,,,,,,,,,,,,,,,
523.9,drone3,ekf,28.757664,10.449237,10.04871,,,,,,,,,,,,,,,,
523.92,drone3,raw,28.790177,10.428169,10.031722,,,,,,,,,,,,,,,,
523.92,drone2,raw,29.652072,3.675027,10.045094,,,,,,,,,,,,,,,,
523.92,drone1,raw,29.690079,-4.868091,10.158693,,,,,,,,,,,,,,,,
523.94,drone3,raw,28.790177,10.428169,10.031722,,,,,,,,,,,,,,,,
523.94,drone2,raw,29.652072,3.675027,10.045094,,,,,,,,,,,,,,,,
523.94,drone1,raw,29.690551,-4.865802,10.158837,,,,,,,,,,,,,,,,
523.956,drone1,ekf,29.516918,-5.288136,10.04331,,,,,,,,,,,,,,,,
523.956,drone3,ekf,28.7602,10.45104,10.048035,,,,,,,,,,,,,,,,
523.952,drone2,ekf,29.562177,3.745344,10.047228,,,,,,,,,,,,,,,,
523.96,drone1,raw,29.691026,-4.863514,10.15898,,,,,,,,,,,,,,,,
523.956,drone2,ekf,29.562901,3.743732,10.047661,,,,,,,,,,,,,,,,
523.96,drone3,raw,28.790177,10.428169,10.031723,,,,,,,,,,,,,,,,
523.96,drone2,raw,29.652072,3.675027,10.045095,,,,,,,,,,,,,,,,
523.956,drone2,ekf,29.564047,3.741568,10.048149,,,,,,,,,,,,,,,,
523.956,drone2,ekf,29.56512,3.739544,10.048607,,,,,,,,,,,,,,,,
523.956,drone3,ekf,28.75939,10.450661,10.048075,,,,,,,,,,,,,,,,
523.956,drone3,ekf,28.758633,10.450307,10.048113,,,,,,,,,,,,,,,,
523.956,drone3,ekf,28.757926,10.449976,10.048148,,,,,,,,,,,,,,,,
523.956,drone1,ekf,29.521075,-5.273469,10.047782,,,,,,,,,,,,,,,,
523.956,drone1,ekf,29.524954,-5.259784,10.051962,,,,,,,,,,,,,,,,
523.956,drone1,ekf,29.528581,-5.246987,10.055878,,,,,,,,,,,,,,,,
523.98,drone3,raw,28.790177,10.428169,10.031723,,,,,,,,,,,,,,,,
523.98,drone1,raw,29.691505,-4.861227,10.159122,,,,,,,,,,,,,,,,
523.98,drone2,raw,29.652072,3.675027,10.045096,,,,,,,,,,,,,,,,
524,drone1,ekf,29.516976,-5.273101,10.04502,,,,,,,,,,,,,,,,
524,drone3,ekf,28.759872,10.451341,10.048173,,,,,,,,,,,,,,,,
524,drone1,ekf,29.5211,-5.259006,10.049375,,,,,,,,,,,,,,,,
524,drone3,ekf,28.759086,10.450958,10.048208,,,,,,,,,,,,,,,,
524,drone3,ekf,28.758352,10.450601,10.048241,,,,,,,,,,,,,,,,
524,drone1,raw,29.691988,-4.85894,10.159306,,,,,,,,,,,,,,,,
524,drone2,ekf,29.560907,3.745308,10.04845,,,,,,,,,,,,,,,,
524,drone3,raw,28.790177,10.428169,10.031724,,,,,,,,,,,,,,,,
524,drone2,ekf,29.562142,3.743053,10.04892,,,,,,,,,,,,,,,,
524,drone1,ekf,29.524953,-5.24584,10.053449,,,,,,,,,,,,,,,,
524,drone1,ekf,29.52856,-5.233515,10.05727,,,,,,,,,,,,,,,,
524,drone2,ekf,29.563294,3.740947,10.04936,,,,,,,,,,,,,,,,
524,drone3,ekf,28.757665,10.450266,10.048272,,,,,,,,,,,,,,,,
524,drone2,ekf,29.564374,3.738975,10.049773,,,,,,,,,,,,,,,,
524.02,drone2,raw,29.652072,3.675027,10.045097,,,,,,,,,,,,,,,,
524.02,drone3,raw,28.790177,10.428169,10.031725,,,,,,,,,,,,,,,,
524.04,drone3,raw,28.790177,10.428169,10.031725,,,,,,,,,,,,,,,,
524.04,drone1,raw,29.692968,-4.854331,10.159768,,,,,,,,,,,,,,,,
524.04,drone2,raw,29.652072,3.675027,10.045097,,,,,,,,,,,,,,,,
524.052,drone2,ekf,29.557959,3.745634,10.049133,,,,,,,,,,,,,,,,
524.052,drone1,ekf,29.51523,-5.267327,10.04416,,,,,,,,,,,,,,,,
524.052,drone3,ekf,28.760124,10.450826,10.048072,,,,,,,,,,,,,,,,
524.052,drone1,ekf,29.519482,-5.253144,10.048587,,,,,,,,,,,,,,,,
524.052,drone2,ekf,29.559301,3.743355,10.049582,,,,,,,,,,,,,,,,
524.052,drone1,ekf,29.523452,-5.239901,10.052728,,,,,,,,,,,,,,,,
524.052,drone1,ekf,29.527168,-5.227508,10.05661,,,,,,,,,,,,,,,,
524.052,drone3,ekf,28.759325,10.450459,10.04811,,,,,,,,,,,,,,,,
524.052,drone3,ekf,28.758579,10.450116,10.048146,,,,,,,,,,,,,,,,
524.052,drone3,ekf,28.757882,10.449795,10.04818,,,,,,,,,,,,,,,,
524.06,drone1,raw,29.693467,-4.851999,10.16,,,,,,,,,,,,,,,,
524.052,drone2,ekf,29.560554,3.741227,10.050003,,,,,,,,,,,,,,,,
524.06,drone3,raw,28.790177,10.428169,10.031726,,,,,,,,,,,,,,,,
524.052,drone2,ekf,29.561727,3.739236,10.050398,,,,,,,,,,,,,,,,
524.06,drone2,raw,29.652072,3.675027,10.045098,,,,,,,,,,,,,,,,
524.08,drone2,raw,29.652072,3.675027,10.045099,,,,,,,,,,,,,,,,
524.08,drone1,raw,29.693971,-4.849661,10.160226,,,,,,,,,,,,,,,,
524.08,drone3,raw,28.790177,10.428169,10.031726,,,,,,,,,,,,,,,,
524.1,drone3,ekf,28.759644,10.450286,10.048171,,,,,,,,,,,,,,,,
524.1,drone1,raw,29.694475,-4.84733,10.160463,,,,,,,,,,,,,,,,
524.1,drone3,ekf,28.758866,10.449939,10.048206,,,,,,,,,,,,,,,,
524.1,drone2,ekf,29.556463,3.745299,10.049955,,,,,,,,,,,,,,,,
524.1,drone3,raw,28.790177,10.428169,10.031727,,,,,,,,,,,,,,,,
524.1,drone2,raw,29.652072,3.675027,10.045099,,,,,,,,,,,,,,,,
524.1,drone3,ekf,28.75814,10.449615,10.048239,,,,,,,,,,,,,,,,
524.1,drone2,ekf,29.557849,3.743044,10.050375,,,,,,,,,,,,,,,,
524.1,drone1,ekf,29.514485,-5.257894,10.044371,,,,,,,,,,,,,,,,
524.1,drone2,ekf,29.559144,3.740937,10.050769,,,,,,,,,,,,,,,,
524.1,drone1,ekf,29.518781,-5.243917,10.048787,,,,,,,,,,,,,,,,
524.1,drone3,ekf,28.757459,10.449311,10.04827,,,,,,,,,,,,,,,,
524.1,drone2,ekf,29.560356,3.738965,10.051137,,,,,,,,,,,,,,,,
524.1,drone1,ekf,29.522794,-5.230862,10.05292,,,,,,,,,,,,,,,,
524.1,drone1,ekf,29.526551,-5.21864,10.056794,,,,,,,,,,,,,,,,
524.12,drone1,raw,29.694979,-4.845011,10.160696,,,,,,,,,,,,,,,,
524.12,drone3,raw,28.790177,10.428169,10.031728,,,,,,,,,,,,,,,,
524.12,drone2,raw,29.652072,3.675027,10.0451,,,,,,,,,,,,,,,,
524.14,drone3,raw,28.790177,10.428169,10.031728,,,,,,,,,,,,,,,,
524.14,drone2,raw,29.652072,3.675027,10.045101,,,,,,,,,,,,,,,,
524.14,drone1,raw,29.695482,-4.842703,10.160931,,,,,,,,,,,,,,,,
524.156,drone3,ekf,28.760227,10.449325,10.04904,,,,,,,,,,,,,,,,
524.156,drone1,ekf,29.510746,-5.257031,10.04108,,,,,,,,,,,,,,,,
524.156,drone1,ekf,29.515286,-5.242652,10.045697,,,,,,,,,,,,,,,,
524.16,drone3,ekf,28.759653,10.449023,10.049098,,,,,,,,,,,,,,,,
524.16,drone2,ekf,29.554138,3.746645,10.049876,,,,,,,,,,,,,,,,
524.16,drone3,raw,28.790177,10.428169,10.031729,,,,,,,,,,,,,,,,
524.16,drone2,raw,29.652072,3.675027,10.045101,,,,,,,,,,,,,,,,
524.156,drone1,ekf,29.519522,-5.229236,10.050012,,,,,,,,,,,,,,,,
524.16,drone3,ekf,28.758881,10.448721,10.049102,,,,,,,,,,,,,,,,
524.16,drone2,ekf,29.555642,3.744283,10.05031,,,,,,,,,,,,,,,,
524.156,drone1,ekf,29.523484,-5.216689,10.054054,,,,,,,,,,,,,,,,
524.16,drone3,ekf,28.75816,10.448439,10.049106,,,,,,,,,,,,,,,,
524.16,drone2,ekf,29.557045,3.742081,10.050715,,,,,,,,,,,,,,,,
524.16,drone2,ekf,29.558355,3.740023,10.051094,,,,,,,,,,,,,,,,
524.16,drone1,raw,29.695985,-4.840398,10.161161,,,,,,,,,,,,,,,,
524.18,drone2,raw,29.652072,3.675027,10.045102,,,,,,,,,,,,,,,,
524.18,drone1,raw,29.696491,-4.838094,10.161376,,,,,,,,,,,,,,,,
524.18,drone3,raw,28.790177,10.428169,10.031729,,,,,,,,,,,,,,,,
524.2,drone2,ekf,29.554473,3.744059,10.05059,,,,,,,,,,,,,,,,
524.2,drone3,ekf,28.759792,10.448773,10.049619,,,,,,,,,,,,,,,,
524.2,drone1,raw,29.697,-4.835793,10.16158,,,,,,,,,,,,,,,,
524.2,drone3,ekf,28.75901,10.448478,10.049606,,,,,,,,,,,,,,,,
524.2,drone3,ekf,28.75828,10.448202,10.049594,,,,,,,,,,,,,,,,
524.2,drone3,ekf,28.757597,10.447944,10.049583,,,,,,,,,,,,,,,,
524.2,drone3,raw,28.790177,10.428169,10.03173,,,,,,,,,,,,,,,,
524.2,drone2,raw,29.652072,3.675027,10.045102,,,,,,,,,,,,,,,,
524.2,drone1,ekf,29.512005,-5.243948,10.043015,,,,,,,,,,,,,,,,
524.2,drone1,ekf,29.516468,-5.230067,10.047509,,,,,,,,,,,,,,,,
524.2,drone1,ekf,29.520637,-5.217101,10.051714,,,,,,,,,,,,,,,,
524.2,drone1,ekf,29.524539,-5.204962,10.055658,,,,,,,,,,,,,,,,
524.2,drone2,ekf,29.555923,3.741852,10.050988,,,,,,,,,,,,,,,,
524.2,drone2,ekf,29.557278,3.739789,10.051361,,,,,,,,,,,,,,,,
524.2,drone2,ekf,29.558547,3.737859,10.05171,,,,,,,,,,,,,,,,
524.22,drone1,raw,29.697508,-4.833498,10.161782,,,,,,,,,,,,,,,,
524.22,drone3,raw,28.790177,10.428169,10.031731,,,,,,,,,,,,,,,,
524.22,drone2,raw,29.652072,3.675027,10.045103,,,,,,,,,,,,,,,,
524.24,drone3,raw,28.790177,10.428169,10.031731,,,,,,,,,,,,,,,,
524.24,drone1,raw,29.698015,-4.831207,10.161981,,,,,,,,,,,,,,,,
524.252,drone3,ekf,28.760253,10.448479,10.050268,,,,,,,,,,,,,,,,
524.252,drone2,ekf,29.553384,3.74372,10.051435,,,,,,,,,,,,,,,,
524.252,drone1,ekf,29.510174,-5.239139,10.041543,,,,,,,,,,,,,,,,
524.252,drone3,ekf,28.759451,10.448193,10.050234,,,,,,,,,,,,,,,,
524.252,drone2,ekf,29.55488,3.741512,10.051808,,,,,,,,,,,,,,,,
524.252,drone1,ekf,29.514771,-5.225138,10.046129,,,,,,,,,,,,,,,,
524.252,drone3,ekf,28.758703,10.447925,10.050201,,,,,,,,,,,,,,,,
524.252,drone3,ekf,28.758002,10.447675,10.050171,,,,,,,,,,,,,,,,
524.252,drone2,ekf,29.556277,3.739449,10.052156,,,,,,,,,,,,,,,,
524.256,drone1,ekf,29.51772,-5.215453,10.04909,,,,,,,,,,,,,,,,
524.256,drone1,ekf,29.521822,-5.202982,10.053193,,,,,,,,,,,,,,,,
524.252,drone2,ekf,29.557585,3.737519,10.052483,,,,,,,,,,,,,,,,
524.26,drone3,raw,28.790177,10.428169,10.031732,,,,,,,,,,,,,,,,
524.26,drone2,raw,29.652072,3.675027,10.045104,,,,,,,,,,,,,,,,
524.26,drone1,raw,29.698523,-4.828917,10.162176,,,,,,,,,,,,,,,,
524.28,drone2,raw,29.652072,3.675027,10.045105,,,,,,,,,,,,,,,,
524.28,drone1,raw,29.699034,-4.826625,10.162364,,,,,,,,,,,,,,,,
524.28,drone3,raw,28.790177,10.428169,10.031732,,,,,,,,,,,,,,,,
524.3,drone3,raw,28.790177,10.428169,10.031733,,,,,,,,,,,,,,,,
524.3,drone1,raw,29.699548,-4.824333,10.162553,,,,,,,,,,,,,,,,
524.3,drone1,ekf,29.510775,-5.229896,10.042053,,,,,,,,,,,,,,,,
524.3,drone1,ekf,29.515366,-5.216104,10.046611,,,,,,,,,,,,,,,,
524.3,drone3,ekf,28.760876,10.448432,10.050936,,,,,,,,,,,,,,,,
524.3,drone3,ekf,28.760058,10.448149,10.05088,,,,,,,,,,,,,,,,
524.3,drone1,ekf,29.519656,-5.203221,10.050875,,,,,,,,,,,,,,,,
524.3,drone3,ekf,28.759293,10.447884,10.050827,,,,,,,,,,,,,,,,
524.3,drone3,ekf,28.758577,10.447636,10.050777,,,,,,,,,,,,,,,,
524.3,drone2,ekf,29.55293,3.742424,10.052183,,,,,,,,,,,,,,,,
524.3,drone2,raw,29.652072,3.675027,10.045106,,,,,,,,,,,,,,,,
524.3,drone1,ekf,29.523671,-5.191159,10.054874,,,,,,,,,,,,,,,,
524.3,drone2,ekf,29.554434,3.740271,10.052529,,,,,,,,,,,,,,,,
524.3,drone2,ekf,29.555839,3.73826,10.052852,,,,,,,,,,,,,,,,
524.3,drone2,ekf,29.557155,3.736376,10.053156,,,,,,,,,,,,,,,,
524.32,drone1,raw,29.700063,-4.822041,10.162743,,,,,,,,,,,,,,,,
524.32,drone2,raw,29.652072,3.675027,10.045106,,,,,,,,,,,,,,,,
524.32,drone3,raw,28.790177,10.428169,10.031734,,,,,,,,,,,,,,,,
524.34,drone3,raw,28.790177,10.428169,10.031734,,,,,,,,,,,,,,,,
524.34,drone2,raw,29.652072,3.675027,10.045106,,,,,,,,,,,,,,,,
524.34,drone1,raw,29.700582,-4.819745,10.162932,,,,,,,,,,,,,,,,
524.352,drone1,ekf,29.510207,-5.226385,10.041122,,,,,,,,,,,,,,,,
524.352,drone2,ekf,29.55194,3.740655,10.053221,,,,,,,,,,,,,,,,
524.352,drone3,ekf,28.762191,10.448853,10.050818,,,,,,,,,,,,,,,,
524.352,drone1,ekf,29.514891,-5.212428,10.045752,,,,,,,,,,,,,,,,
524.352,drone2,ekf,29.553487,3.738549,10.053534,,,,,,,,,,,,,,,,
524.352,drone3,ekf,28.761322,10.448553,10.050765,,,,,,,,,,,,,,,,
524.352,drone2,ekf,29.554931,3.736583,10.053827,,,,,,,,,,,,,,,,
524.356,drone1,ekf,29.517985,-5.20286,10.048781,,,,,,,,,,,,,,,,
524.356,drone3,ekf,28.760836,10.448383,10.050717,,,,,,,,,,,,,,,,
524.356,drone2,ekf,29.555817,3.735184,10.054089,,,,,,,,,,,,,,,,
524.356,drone1,ekf,29.522162,-5.190425,10.052924,,,,,,,,,,,,,,,,
524.356,drone3,ekf,28.760058,10.448115,10.05067,,,,,,,,,,,,,,,,
524.36,drone3,raw,28.790177,10.428169,10.031734,,,,,,,,,,,,,,,,
524.36,drone1,raw,29.701103,-4.817446,10.163117,,,,,,,,,,,,,,,,
524.36,drone2,raw,29.652072,3.675027,10.045107,,,,,,,,,,,,,,,,
524.38,drone2,raw,29.652072,3.675027,10.045108,,,,,,,,,,,,,,,,
524.38,drone3,raw,28.790177,10.428169,10.031736,,,,,,,,,,,,,,,,
524.38,drone1,raw,29.701627,-4.815145,10.163302,,,,,,,,,,,,,,,,
524.4,drone3,ekf,28.763554,10.449517,10.051481,,,,,,,,,,,,,,,,
524.4,drone3,ekf,28.762644,10.449196,10.051407,,,,,,,,,,,,,,,,
524.4,drone3,ekf,28.761794,10.448897,10.051337,,,,,,,,,,,,,,,,
524.4,drone3,ekf,28.760998,10.448617,10.051271,,,,,,,,,,,,,,,,
524.4,drone3,raw,28.790177,10.428169,10.031736,,,,,,,,,,,,,,,,
524.4,drone1,raw,29.702153,-4.812845,10.163495,,,,,,,,,,,,,,,,
524.4,drone2,raw,29.652072,3.675027,10.045109,,,,,,,,,,,,,,,,
524.4,drone1,ekf,29.511149,-5.21869,10.042656,,,,,,,,,,,,,,,,
524.4,drone2,ekf,29.552205,3.73844,10.054218,,,,,,,,,,,,,,,,
524.4,drone2,ekf,29.553734,3.736422,10.054496,,,,,,,,,,,,,,,,
524.4,drone2,ekf,29.555163,3.734536,10.054757,,,,,,,,,,,,,,,,
524.4,drone2,ekf,29.556501,3.732771,10.055001,,,,,,,,,,,,,,,,
524.4,drone1,ekf,29.515817,-5.204888,10.047225,,,,,,,,,,,,,,,,
524.4,drone1,ekf,29.520177,-5.191995,10.0515,,,,,,,,,,,,,,,,
524.4,drone1,ekf,29.524259,-5.179925,10.055508,,,,,,,,,,,,,,,,
524.42,drone2,raw,29.652072,3.675027,10.045109,,,,,,,,,,,,,,,,
524.42,drone3,raw,28.790177,10.428169,10.031736,,,,,,,,,,,,,,,,
524.42,drone1,raw,29.702679,-4.810545,10.163693,,,,,,,,,,,,,,,,
524.44,drone3,raw,28.790177,10.428169,10.031737,,,,,,,,,,,,,,,,
524.44,drone1,raw,29.703207,-4.80824,10.163891,,,,,,,,,,,,,,,,
524.44,drone2,raw,29.652072,3.675027,10.04511,,,,,,,,,,,,,,,,
524.452,drone1,ekf,29.510488,-5.216438,10.043076,,,,,,,,,,,,,,,,
524.452,drone1,ekf,29.515253,-5.202427,10.047673,,,,,,,,,,,,,,,,
524.452,drone3,ekf,28.766054,10.450015,10.052149,,,,,,,,,,,,,,,,
524.452,drone1,ekf,29.519702,-5.189344,10.051974,,,,,,,,,,,,,,,,
524.452,drone1,ekf,29.523866,-5.1771,10.056005,,,,,,,,,,,,,,,,
524.452,drone3,ekf,28.765053,10.449676,10.052052,,,,,,,,,,,,,,,,
524.456,drone2,ekf,29.550902,3.736739,10.055544,,,,,,,,,,,,,,,,
524.456,drone2,ekf,29.552502,3.734747,10.055782,,,,,,,,,,,,,,,,
524.456,drone2,ekf,29.553994,3.732888,10.056005,,,,,,,,,,,,,,,,
524.456,drone2,ekf,29.555389,3.731149,10.056214,,,,,,,,,,,,,,,,
524.456,drone3,ekf,28.764549,10.449484,10.052027,,,,,,,,,,,,,,,,
524.456,drone3,ekf,28.763651,10.44918,10.051939,,,,,,,,,,,,,,,,
524.46,drone1,raw,29.703737,-4.805932,10.16408,,,,,,,,,,,,,,,,
524.46,drone2,raw,29.652072,3.675027,10.045111,,,,,,,,,,,,,,,,
524.46,drone3,raw,28.790177,10.428169,10.031738,,,,,,,,,,,,,,,,
524.48,drone1,raw,29.704269,-4.803624,10.164262,,,,,,,,,,,,,,,,
524.48,drone2,raw,29.652072,3.675027,10.045111,,,,,,,,,,,,,,,,
524.48,drone3,raw,28.790177,10.428169,10.031739,,,,,,,,,,,,,,,,
524.5,drone2,raw,29.652072,3.675027,10.045111,,,,,,,,,,,,,,,,
524.5,drone3,raw,28.790177,10.428169,10.031739,,,,,,,,,,,,,,,,
524.5,drone1,raw,29.704799,-4.80132,10.164439,,,,,,,,,,,,,,,,
524.5,drone1,ekf,29.512251,-5.2089,10.044863,,,,,,,,,,,,,,,,
524.5,drone2,ekf,29.551981,3.733335,10.056744,,,,,,,,,,,,,,,,
524.5,drone3,ekf,28.767152,10.449932,10.052625,,,,,,,,,,,,,,,,
524.5,drone2,ekf,29.553517,3.731492,10.056939,,,,,,,,,,,,,,,,
524.5,drone3,ekf,28.766119,10.449598,10.052512,,,,,,,,,,,,,,,,
524.5,drone2,ekf,29.554952,3.72977,10.057121,,,,,,,,,,,,,,,,
524.5,drone1,ekf,29.516975,-5.195029,10.049393,,,,,,,,,,,,,,,,
524.5,drone3,ekf,28.765154,10.449285,10.052407,,,,,,,,,,,,,,,,
524.5,drone2,ekf,29.556295,3.728157,10.057292,,,,,,,,,,,,,,,,
524.5,drone3,ekf,28.764251,10.448993,10.052308,,,,,,,,,,,,,,,,
524.5,drone1,ekf,29.521387,-5.182072,10.053632,,,,,,,,,,,,,,,,
524.5,drone1,ekf,29.525518,-5.169942,10.057606,,,,,,,,,,,,,,,,
524.52,drone1,raw,29.705328,-4.799024,10.164607,,,,,,,,,,,,,,,,
524.52,drone3,raw,28.790177,10.428169,10.031739,,,,,,,,,,,,,,,,
524.54,drone2,raw,29.652072,3.675027,10.045113,,,,,,,,,,,,,,,,
524.54,drone1,raw,29.705855,-4.796735,10.164765,,,,,,,,,,,,,,,,
524.54,drone3,raw,28.790177,10.428169,10.031741,,,,,,,,,,,,,,,,
524.552,drone3,ekf,28.769105,10.449322,10.053719,,,,,,,,,,,,,,,,
524.552,drone2,ekf,29.552712,3.730647,10.058843,,,,,,,,,,,,,,,,
524.552,drone1,ekf,29.512333,-5.206197,10.044417,,,,,,,,,,,,,,,,
524.552,drone3,ekf,28.767999,10.449007,10.053569,,,,,,,,,,,,,,,,
524.552,drone1,ekf,29.517129,-5.192133,10.049002,,,,,,,,,,,,,,,,
524.556,drone3,ekf,28.767399,10.448756,10.053546,,,,,,,,,,,,,,,,
524.556,drone2,ekf,29.553868,3.72918,10.059078,,,,,,,,,,,,,,,,
524.556,drone1,ekf,29.52034,-5.182546,10.052033,,,,,,,,,,,,,,,,
524.556,drone3,ekf,28.766408,10.448476,10.053409,,,,,,,,,,,,,,,,
524.556,drone1,ekf,29.524615,-5.170015,10.056133,,,,,,,,,,,,,,,,
524.556,drone2,ekf,29.555315,3.727507,10.059193,,,,,,,,,,,,,,,,
524.556,drone2,ekf,29.556667,3.725943,10.059301,,,,,,,,,,,,,,,,
524.56,drone2,raw,29.652072,3.675027,10.045113,,,,,,,,,,,,,,,,
524.56,drone3,raw,28.790177,10.428169,10.031741,,,,,,,,,,,,,,,,
524.56,drone1,raw,29.706381,-4.794451,10.16491,,,,,,,,,,,,,,,,
524.58,drone3,raw,28.790177,10.428169,10.031741,,,,,,,,,,,,,,,,
524.58,drone1,raw,29.706906,-4.792173,10.165054,,,,,,,,,,,,,,,,
524.58,drone2,raw,29.652072,3.675027,10.045114,,,,,,,,,,,,,,,,
524.596,drone2,ekf,29.554222,3.727366,10.060708,,,,,,,,,,,,,,,,
524.596,drone2,ekf,29.555666,3.725742,10.06077,,,,,,,,,,,,,,,,
524.596,drone2,ekf,29.557017,3.724225,10.060829,,,,,,,,,,,,,,,,
524.6,drone3,ekf,28.770475,10.448587,10.05487,,,,,,,,,,,,,,,,
524.6,drone3,ekf,28.769329,10.448299,10.054683,,,,,,,,,,,,,,,,
524.6,drone3,ekf,28.768258,10.448029,10.054508,,,,,,,,,,,,,,,,
524.6,drone3,ekf,28.767256,10.447776,10.054344,,,,,,,,,,,,,,,,
524.6,drone3,raw,28.790177,10.428169,10.031742,,,,,,,,,,,,,,,,
524.6,drone2,raw,29.652072,3.675027,10.045115,,,,,,,,,,,,,,,,
524.6,drone2,ekf,29.557928,3.723073,10.061013,,,,,,,,,,,,,,,,
524.6,drone1,ekf,29.514422,-5.198341,10.046465,,,,,,,,,,,,,,,,
524.6,drone1,raw,29.707431,-4.789899,10.165211,,,,,,,,,,,,,,,,
524.6,drone1,ekf,29.519161,-5.18444,10.050967,,,,,,,,,,,,,,,,
524.6,drone1,ekf,29.523588,-5.171455,10.05518,,,,,,,,,,,,,,,,
524.6,drone1,ekf,29.527733,-5.159299,10.05913,,,,,,,,,,,,,,,,
524.62,drone3,raw,28.790177,10.428169,10.031743,,,,,,,,,,,,,,,,
524.62,drone1,raw,29.707957,-4.787621,10.16538,,,,,,,,,,,,,,,,
524.62,drone2,raw,29.652072,3.675027,10.045115,,,,,,,,,,,,,,,,
524.64,drone1,raw,29.708486,-4.785334,10.165549,,,,,,,,,,,,,,,,
524.64,drone2,raw,29.652072,3.675027,10.045116,,,,,,,,,,,,,,,,
524.64,drone3,raw,28.790177,10.428169,10.031744,,,,,,,,,,,,,,,,
524.652,drone3,ekf,28.771499,10.447941,10.056199,,,,,,,,,,,,,,,,
524.652,drone2,ekf,29.553493,3.726172,10.061952,,,,,,,,,,,,,,,,
524.652,drone1,ekf,29.515409,-5.195014,10.046623,,,,,,,,,,,,,,,,
524.652,drone2,ekf,29.554988,3.724562,10.061974,,,,,,,,,,,,,,,,
524.652,drone2,ekf,29.556384,3.723058,10.061995,,,,,,,,,,,,,,,,
524.652,drone2,ekf,29.55769,3.72165,10.062014,,,,,,,,,,,,,,,,
524.652,drone3,ekf,28.770311,10.447672,10.055967,,,,,,,,,,,,,,,,
524.652,drone1,ekf,29.52019,-5.180941,10.051161,,,,,,,,,,,,,,,,
524.652,drone3,ekf,28.769202,10.447422,10.055749,,,,,,,,,,,,,,,,
